teams,playerprofile,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate,AgeNow,yearSinceRetirement,retirementAge
Vitória Setúbal FC,Binho,24/06/1977,Defensive Midfield,Retired,01/01/2014,?,10/01/2013,45,8,37
Vitória Setúbal FC,Ricardo Chaves,27/10/1977,Defensive Midfield,Retired,01/07/2016,free transfer,08/07/2015,45,6,39
Vitória Setúbal FC,Siramana Dembélé,27/01/1977,Defensive Midfield,Retired,01/07/2009,free transfer,01/08/2008,45,13,32
Vitória Setúbal FC,Janício,30/11/1979,Right-Back,Retired,01/07/2017,-,01/07/2015,42,5,37
Vitória Setúbal FC,Adalto,30/08/1978,Left-Back,Retired,01/07/2011,-,01/07/2010,44,11,33
Vitória Setúbal FC,Madior,20/05/1983,Centre-Back,ES FC Malley LS,20/02/2022,free transfer,14/07/2019,39,0,39
Vitória Setúbal FC,Auri,17/11/1973,Centre-Back,Retired,01/07/2010,free transfer,01/07/2009,49,12,37
Vitória Setúbal FC,Rubinho,04/08/1982,Goalkeeper,Retired,31/12/2018,-,01/01/2018,40,3,37
Vitória Setúbal FC,Fabien Farnolle,05/02/1985,Goalkeeper,Retired,23/03/2022,-,18/03/2021,37,0,37
Vitória Setúbal FC,Marco Tábuas,29/10/1976,Goalkeeper,Retired,01/07/2010,?,01/07/2009,46,12,34
Gil Vicente FC,Leandro Netto,07/05/1979,Centre-Forward,Retired,25/12/2015,free transfer,03/01/2015,43,6,37
Gil Vicente FC,Carlos Carneiro,08/01/1974,Centre-Forward,Retired,01/07/2010,?,07/01/2010,48,12,36
Gil Vicente FC,Nandinho,17/03/1973,Right Winger,Retired,01/07/2007,free transfer,01/01/2007,49,15,34
Gil Vicente FC,Carlitos,06/03/1977,Right Winger,Retired,01/07/2011,free transfer,01/07/2010,45,11,34
Gil Vicente FC,José Williams,05/08/1983,Left Winger,Retired,01/07/2019,free transfer,01/07/2018,39,3,36
Gil Vicente FC,Mateus,19/06/1984,Left Winger,Torreense,15/07/2021,-,12/08/2020,38,1,37
Gil Vicente FC,Luís Coentrão,28/03/1977,Attacking Midfield,Retired,01/07/2013,free transfer,01/07/2012,45,9,36
Gil Vicente FC,Filipe Gouveia,12/05/1973,Left Midfield,Retired,01/07/2010,?,01/07/2009,49,12,37
Gil Vicente FC,Rivan,12/05/1981,Left Midfield,Retired,01/07/2012,?,01/07/2011,41,10,31
Gil Vicente FC,João Vilela,09/09/1985,Central Midfield,Retired,01/07/2017,?,19/07/2016,37,5,32
Gil Vicente FC,Bruno Tiago,01/04/1981,Central Midfield,Retired,01/10/2009,free transfer,01/07/2007,41,13,28
Gil Vicente FC,Elias,04/09/1981,Defensive Midfield,Retired,01/01/2020,free transfer,08/08/2019,41,2,39
Gil Vicente FC,Braíma Injai,06/10/1975,Defensive Midfield,Retired,01/07/2013,free transfer,01/07/2009,47,9,38
Gil Vicente FC,Paulo Arantes,15/11/1986,Right-Back,FC Red Black,01/07/2022,free transfer,01/07/2020,36,0,36
Gil Vicente FC,João Pereira,25/02/1984,Right-Back,Retired,01/07/2021,free transfer,01/02/2021,38,1,37
Gil Vicente FC,Luis Tinoco,17/10/1986,Left-Back,Santa Maria,01/07/2020,free transfer,01/07/2019,36,2,34
Gil Vicente FC,João Pedro,15/08/1980,Left-Back,Retired,01/07/2016,free transfer,27/07/2015,42,6,36
Gil Vicente FC,Grégory Arnolin,10/11/1980,Centre-Back,Retired,01/01/2017,End of loan,30/06/2015,42,5,37
Gil Vicente FC,Vítor Oliveira,07/05/1982,Goalkeeper,Retired,01/07/2015,?,01/07/2014,40,7,33
Gil Vicente FC,Paulo Jorge,16/06/1970,Goalkeeper,Retired,01/07/2013,-,01/07/2012,52,9,43
Académica Coimbra,Rui Miguel,30/01/1984,Centre-Forward,União 1919,01/07/2021,free transfer,01/07/2019,38,1,37
Académica Coimbra,Serjão,09/12/1979,Centre-Forward,Retired,01/12/2013,free transfer,22/01/2013,42,8,34
Académica Coimbra,Joeano,12/08/1979,Centre-Forward,Retired,01/07/2018,?,01/01/2018,43,4,39
Académica Coimbra,Luciano Fonseca,11/05/1979,Right Winger,Retired,01/05/2011,free transfer,01/01/2011,43,11,32
Académica Coimbra,Ito,24/05/1987,Central Midfield,Retired,01/01/2014,?,01/01/2012,35,8,27
Académica Coimbra,Dionattan,28/05/1982,Central Midfield,Retired,01/07/2011,-,01/07/2010,40,11,29
Académica Coimbra,Nuno Piloto,19/03/1982,Central Midfield,Retired,01/07/2017,free transfer,01/07/2013,40,5,35
Académica Coimbra,Paulo Adriano,03/03/1977,Defensive Midfield,Retired,01/07/2014,free transfer,01/07/2013,45,8,37
Académica Coimbra,Roberto Brum,07/07/1978,Defensive Midfield,Retired,01/01/2013,free transfer,01/01/2012,44,9,35
Académica Coimbra,Nuno Luís,15/01/1975,Right-Back,Retired,01/07/2008,free transfer,01/07/2007,47,14,33
Académica Coimbra,Lira,25/04/1983,Left-Back,Cruzeiro-RS,01/06/2011,free transfer,01/01/2011,39,11,28
Académica Coimbra,Ezequias,28/01/1981,Left-Back,Independente-PA,06/01/2020,?,17/12/2018,41,2,39
Académica Coimbra,Zé Castro,13/01/1983,Centre-Back,Retired,01/07/2022,-,25/09/2017,39,0,39
Académica Coimbra,Pedro Roma,13/08/1970,Goalkeeper,Retired,01/07/2010,End of loan,30/06/2002,52,12,40
CS Marítimo,Nilson Sergipano,17/07/1980,Centre-Forward,Retired,01/01/2016,-,01/07/2014,42,6,36
CS Marítimo,Gonçalo Abreu,25/06/1986,Right Winger,Vedeggio,01/02/2021,-,01/12/2019,36,1,35
CS Marítimo,Kanú,08/02/1983,Right Winger,Retired,09/11/2016,?,10/09/2016,39,6,33
CS Marítimo,Filipe Oliveira,27/05/1984,Right Winger,Retired,01/07/2018,-,11/01/2018,38,4,34
CS Marítimo,Gustavo Manduca,08/06/1980,Left Winger,Retired,30/03/2015,free transfer,01/07/2010,42,7,35
CS Marítimo,Marcinho,23/03/1981,Attacking Midfield,Retired,01/08/2020,?,01/01/2020,41,2,39
CS Marítimo,Caíco,15/05/1974,Attacking Midfield,Retired,01/01/2010,free transfer,01/01/2009,48,12,36
CS Marítimo,Olberdam,06/02/1985,Central Midfield,Without Club,01/01/2015,free transfer,01/07/2014,37,7,30
CS Marítimo,Balú,22/02/1985,Defensive Midfield,FC Setúbal,01/07/2019,-,01/12/2018,37,3,34
CS Marítimo,Jardel,27/01/1983,Defensive Midfield,Araguainense,01/01/2022,-,30/04/2019,39,0,39
CS Marítimo,Mancuso,01/07/1981,Defensive Midfield,Retired,01/12/2014,free transfer,01/01/2013,41,7,34
CS Marítimo,Fahel,15/08/1981,Defensive Midfield,Retired,26/12/2017,free transfer,25/05/2016,41,4,37
CS Marítimo,Wênio,09/09/1979,Defensive Midfield,Retired,01/12/2014,?,01/01/2014,43,7,36
CS Marítimo,Nuno Morais,29/01/1984,Defensive Midfield,Retired,03/07/2019,free transfer,01/07/2007,38,3,35
CS Marítimo,Briguel,08/03/1979,Right-Back,Retired,01/07/2016,-,01/07/2000,43,6,37
CS Marítimo,Miklós Gaál,13/05/1981,Left-Back,Retired,01/07/2014,-,03/01/2014,41,8,33
CS Marítimo,Luís Olim,27/08/1981,Left-Back,Retired,01/07/2015,-,01/01/2001,41,7,34
CS Marítimo,Fernando,03/10/1980,Centre-Back,Retired,01/01/2013,?,01/01/2011,42,9,33
CS Marítimo,Mitchell van der Gaag,22/10/1971,Centre-Back,Retired,01/07/2007,free transfer,01/07/2006,51,15,36
CS Marítimo,Nélson,13/12/1967,Goalkeeper,Retired,01/07/2006,free transfer,01/07/1997,54,16,38
CS Marítimo,Marcos,21/06/1976,Goalkeeper,Retired,01/01/2018,free transfer,01/01/2013,46,4,42
CD Nacional,Miguel Fidalgo,19/03/1982,Centre-Forward,Retired,01/07/2020,free transfer,01/07/2018,40,2,38
CD Nacional,Georgi Chilikov,23/08/1978,Centre-Forward,Retired,01/07/2010,?,01/01/2010,44,12,32
CD Nacional,Nuno Viveiros,22/06/1983,Right Winger,Retired,01/07/2019,free transfer,01/07/2018,39,3,36
CD Nacional,Serginho Baiano,01/05/1978,Left Winger,Retired,01/01/2012,free transfer,01/01/2011,44,10,34
CD Nacional,Hernâni,04/03/1986,Attacking Midfield,Retired,01/07/2022,free transfer,01/07/2013,36,0,36
CD Nacional,Juliano Spadacio,16/11/1980,Attacking Midfield,Retired,01/01/2015,?,01/07/2013,42,7,35
CD Nacional,Ricardo Pateiro,31/05/1980,Left Midfield,Retired,01/07/2016,?,01/07/2015,42,6,36
CD Nacional,Bruno,30/06/1974,Central Midfield,Retired,01/07/2017,-,01/07/2015,48,5,43
CD Nacional,Genalvo,05/01/1982,Defensive Midfield,Retired,01/06/2016,free transfer,18/01/2016,40,6,34
CD Nacional,Luís Manuel,25/06/1981,Defensive Midfield,Retired,01/07/2017,free transfer,01/07/2016,41,5,36
CD Nacional,Cléber,23/05/1980,Defensive Midfield,Without Club,01/05/2013,free transfer,01/01/2013,42,9,33
CD Nacional,Patacas,30/11/1977,Right-Back,Retired,01/07/2011,?,01/07/2002,44,11,33
CD Nacional,Alonso,11/08/1980,Left-Back,Without Club,01/01/2017,free transfer,01/06/2013,42,5,37
CD Nacional,Émerson Nunes,21/03/1982,Centre-Back,Retired,01/01/2012,free transfer,01/01/2010,40,10,30
CD Nacional,Fernando Ávalos,31/03/1978,Centre-Back,Retired,01/01/2017,?,01/01/2014,44,5,39
CD Nacional,Fernando Cardozo,17/03/1979,Defender,Retired,01/12/2017,?,01/01/2017,43,4,39
CD Nacional,Diego Benaglio,08/09/1983,Goalkeeper,Retired,18/08/2020,free transfer,01/07/2017,39,2,37
Boavista FC,Cafú,17/11/1977,Centre-Forward,Retired,01/07/2021,free transfer,01/07/2017,45,1,44
Boavista FC,Fary,24/12/1974,Centre-Forward,Retired,01/07/2015,?,01/07/2011,47,7,40
Boavista FC,João Pinto,19/08/1971,Second Striker,Retired,01/02/2008,free transfer,01/07/2006,51,14,37
Boavista FC,Hugo Monteiro,09/05/1985,Right Winger,Retired,01/07/2016,End of loan,30/06/2016,37,6,31
Boavista FC,Zé Manuel,22/02/1975,Right Winger,Retired,01/07/2016,free transfer,01/07/2015,47,6,41
Boavista FC,Diogo Valente,23/09/1984,Left Winger,Salgueiros,01/07/2021,free transfer,05/07/2019,38,1,37
Boavista FC,Manuel José,04/02/1981,Right Midfield,CD Candal,01/07/2018,free transfer,06/01/2017,41,4,37
Boavista FC,Tiago,04/07/1975,Defensive Midfield,Retired,01/07/2016,free transfer,01/07/2009,47,6,41
Boavista FC,Areias,02/06/1977,Left-Back,Retired,01/07/2011,-,01/07/2010,45,11,34
Boavista FC,Cadú,21/12/1981,Centre-Back,Retired,01/07/2021,free transfer,01/07/2019,40,1,39
Boavista FC,Khadim Fayé,05/09/1970,Goalkeeper,Retired,01/07/2007,?,01/07/2000,52,15,37
Boavista FC,William,14/06/1968,Goalkeeper,Retired,01/07/2008,free transfer,01/07/2007,54,14,40
Boavista FC,Carlos Fernandes,08/12/1979,Goalkeeper,Sernache,01/07/2021,free transfer,01/07/2020,42,1,41
União de Leiria,Harison,02/01/1980,Right Winger,Retired,01/12/2015,free transfer,01/01/2013,42,6,36
União de Leiria,Paulo César,05/01/1980,Right Winger,Retired,01/08/2016,free transfer,01/01/2015,42,6,36
União de Leiria,Alioune Touré,09/09/1978,Right Winger,Retired,01/07/2010,free transfer,01/10/2009,44,12,32
União de Leiria,Maciel,29/11/1978,Right Winger,Retired,01/07/2016,free transfer,01/09/2015,43,6,37
União de Leiria,Vitor Pereira,27/08/1978,Defensive Midfield,Retired,01/07/2016,-,01/01/2015,44,6,38
União de Leiria,Paulo Gomes,04/03/1975,Defensive Midfield,Retired,01/07/2010,free transfer,01/07/2009,47,12,35
União de Leiria,Éder Bonfim,03/04/1981,Right-Back,Retired,01/07/2013,free transfer,01/07/2011,41,9,32
União de Leiria,Laranjeiro,18/01/1983,Right-Back,Retired,01/07/2019,free transfer,01/07/2015,39,3,36
União de Leiria,Damian Tixier,23/06/1980,Left-Back,Retired,01/07/2015,free transfer,01/07/2014,42,7,35
União de Leiria,Alhandra,05/03/1979,Left-Back,Retired,01/07/2012,free transfer,01/01/2012,43,10,33
União de Leiria,Gabriel,04/08/1981,Centre-Back,Retired,01/12/2016,free transfer,03/08/2015,41,5,36
União de Leiria,Renato,21/01/1973,Centre-Back,Retired,01/07/2009,-,01/08/2008,49,13,36
União de Leiria,João Paulo,06/06/1981,Centre-Back,Castrense,01/07/2019,-,01/03/2017,41,3,38
União de Leiria,Laurent Quiévreux,10/03/1979,Goalkeeper,Retired,01/07/2010,free transfer,08/07/2008,43,12,31
União de Leiria,Costinha,22/09/1973,Goalkeeper,Retired,01/07/2009,free transfer,01/07/2006,49,13,36
CF Os Belenenses,Romeu,08/10/1974,Centre-Forward,Retired,01/07/2007,free transfer,01/07/2005,48,15,33
CF Os Belenenses,Albert Meyong,19/10/1980,Centre-Forward,Retired,01/07/2017,?,25/01/2016,42,5,37
CF Os Belenenses,Hassan Ahamada,13/04/1981,Attacking Midfield,Retired,01/07/2013,-,01/07/2011,41,9,32
CF Os Belenenses,Ricardo Araújo,25/07/1982,Central Midfield,Retired,01/06/2012,free transfer,01/01/2012,40,10,30
CF Os Belenenses,Rúben Amorim,27/01/1985,Central Midfield,Retired,04/04/2017,End of loan,30/06/2016,37,5,32
CF Os Belenenses,José Pedro,18/10/1978,Central Midfield,Retired,01/07/2014,free transfer,16/09/2013,44,8,36
CF Os Belenenses,Ivan Djurdjevic,05/02/1977,Defensive Midfield,Retired,01/07/2013,?,01/08/2007,45,9,36
CF Os Belenenses,Sandro Gaúcho,19/05/1974,Defensive Midfield,Retired,01/07/2011,?,01/07/2009,48,11,37
CF Os Belenenses,Sousa,09/10/1977,Right-Back,Retired,01/07/2010,free transfer,01/07/2009,45,12,33
CF Os Belenenses,Rui Jorge,27/03/1973,Left-Back,Retired,01/07/2006,-,01/01/2006,49,16,33
CF Os Belenenses,Gaspar,01/06/1975,Centre-Back,Retired,30/06/2014,?,01/07/2013,47,8,39
CF Os Belenenses,Rolando,31/08/1985,Centre-Back,Without Club,01/07/2022,-,27/02/2020,37,0,37
CF Os Belenenses,Pelé,02/05/1978,Defender,Retired,01/07/2018,free transfer,01/07/2016,44,4,40
CF Os Belenenses,Marco Pinto,22/03/1988,Goalkeeper,CD Aves 1930,01/07/2020,-,01/07/2019,34,2,32
CF Os Belenenses,Pedro Alves,08/02/1979,Goalkeeper,Retired,01/07/2018,free transfer,01/07/2014,43,4,39
CF Os Belenenses,Marco Aurélio,04/06/1970,Goalkeeper,Retired,01/07/2007,?,01/07/1998,52,15,37
Vitória Guimarães SC,Dário,27/02/1977,Centre-Forward,Retired,01/01/2014,?,01/01/2012,45,8,37
Vitória Guimarães SC,Marek Saganowski,31/10/1978,Centre-Forward,Retired,01/07/2016,free transfer,01/07/2012,44,6,38
Vitória Guimarães SC,Henri Antchouet,02/08/1979,Centre-Forward,Retired,01/07/2015,-,01/07/2014,43,7,36
Vitória Guimarães SC,Wesley,10/11/1980,Second Striker,Retired,01/01/2016,free transfer,01/01/2015,42,6,36
Vitória Guimarães SC,Tiago Targino,06/06/1986,Right Winger,Retired,01/07/2021,free transfer,01/07/2020,36,1,35
Vitória Guimarães SC,Clayton,19/07/1975,Left Winger,Retired,01/07/2010,?,01/01/2009,47,12,35
Vitória Guimarães SC,Emanuel Rivas,17/03/1983,Left Winger,Retired,01/07/2015,?,02/02/2015,39,7,32
Vitória Guimarães SC,William Kwabena Tiero,03/12/1980,Attacking Midfield,Retired,01/07/2013,?,13/08/2012,41,9,32
Vitória Guimarães SC,Neca,31/12/1979,Attacking Midfield,Retired,01/07/2018,free transfer,01/07/2016,42,4,38
Vitória Guimarães SC,Paco Gallardo,13/01/1980,Right Midfield,Retired,01/07/2014,free transfer,12/08/2013,42,8,34
Vitória Guimarães SC,Flávio Meireles,03/10/1976,Defensive Midfield,Retired,01/07/2011,?,01/07/2003,46,11,35
Vitória Guimarães SC,Zezinho,22/03/1983,Right-Back,Retired,03/07/2017,?,01/07/2015,39,5,34
Vitória Guimarães SC,Mário Sérgio,28/07/1981,Right-Back,Aliados Lordelo,01/07/2022,free transfer,01/07/2021,41,0,41
Vitória Guimarães SC,Hélder Cabral,07/05/1984,Left-Back,Com. Indústria,01/07/2019,free transfer,01/08/2018,38,3,35
Vitória Guimarães SC,Rogério Matias,22/10/1974,Left-Back,Retired,01/07/2009,-,01/01/2008,48,13,35
Vitória Guimarães SC,Paíto,05/07/1982,Left-Back,Retired,01/01/2017,-,01/01/2016,40,5,35
Vitória Guimarães SC,Pedro Geromel,21/09/1985,Centre-Back,Grêmio,01/01/2016,End of loan,31/12/2015,37,6,31
Vitória Guimarães SC,Moreno,19/08/1981,Centre-Back,Retired,01/07/2018,free transfer,01/07/2013,41,4,37
Vitória Guimarães SC,Attila Dragóner,15/11/1974,Centre-Back,Retired,01/07/2012,free transfer,01/07/2011,48,10,38
Vitória Guimarães SC,Cléber,29/04/1974,Centre-Back,Retired,01/01/2011,free transfer,01/01/2010,48,11,37
Vitória Guimarães SC,Pedro Freitas,31/08/1986,Goalkeeper,Marco,01/07/2022,free transfer,01/07/2021,36,0,36
Vitória Guimarães SC,Nilson,26/12/1975,Goalkeeper,Retired,01/07/2017,free transfer,22/08/2016,46,5,41
Vitória Guimarães SC,Márcio Paiva,31/07/1980,Goalkeeper,Retired,01/07/2021,free transfer,01/07/2019,42,1,41
SC Braga,Dong-hyun Kim,20/05/1984,Centre-Forward,Retired,01/06/2011,End of loan,01/05/2011,38,11,27
SC Braga,João Tomás,27/05/1975,Centre-Forward,Retired,01/12/2013,?,15/01/2013,47,8,39
SC Braga,Césinha,12/03/1980,Second Striker,Retired,01/06/2019,free transfer,01/01/2019,42,3,39
SC Braga,Pedro Pereira,03/01/1984,Right Winger,GD Prado,01/07/2020,free transfer,01/07/2018,38,2,36
SC Braga,Matheus,15/01/1983,Right Winger,ZJ FC,15/07/2021,-,11/04/2021,39,1,38
SC Braga,Davide Dias,12/04/1983,Right Winger,Retired,01/07/2018,free transfer,04/07/2016,39,4,35
SC Braga,Wender,17/04/1975,Left Winger,Retired,01/07/2013,-,02/09/2012,47,9,38
SC Braga,Carlos Marinelli,14/03/1982,Attacking Midfield,Retired,01/01/2015,free transfer,01/01/2011,40,7,33
SC Braga,Candido Costa,30/04/1981,Right Midfield,Retired,01/07/2015,free transfer,01/07/2014,41,7,34
SC Braga,Castanheira,07/09/1977,Central Midfield,Retired,01/07/2013,?,01/07/2012,45,9,36
SC Braga,Vandinho,15/01/1978,Central Midfield,Retired,01/01/2015,free transfer,01/01/2014,44,7,37
SC Braga,João Alves,18/08/1980,Central Midfield,Retired,01/01/2015,?,10/07/2014,42,7,35
SC Braga,Andrés Madrid,29/07/1981,Defensive Midfield,Retired,01/07/2016,?,01/07/2015,41,6,35
SC Braga,Pedro Costa,21/11/1981,Right-Back,Retired,01/07/2015,?,01/07/2012,41,7,34
SC Braga,Luís Filipe,14/06/1979,Right-Back,Retired,30/06/2014,free transfer,01/07/2011,43,8,35
SC Braga,Abel Ferreira,22/12/1978,Right-Back,Retired,01/07/2011,€750Th.,01/08/2006,43,11,32
SC Braga,Rossato,27/08/1977,Left-Back,Retired,01/01/2013,-,01/01/2011,45,9,36
SC Braga,Nem,19/11/1973,Centre-Back,Retired,01/01/2008,free transfer,01/07/2007,49,14,35
SC Braga,Paulo Jorge,16/06/1980,Centre-Back,Retired,01/07/2015,free transfer,09/08/2014,42,7,35
SC Braga,José Nunes,07/03/1977,Centre-Back,Retired,01/07/2014,€2.50m,16/01/2006,45,8,37
SC Braga,Eduardo,19/09/1982,Goalkeeper,Retired,31/07/2020,free transfer,01/07/2019,40,2,38
SC Braga,Paulo Santos,11/12/1972,Goalkeeper,Retired,01/07/2012,free transfer,01/07/2010,49,10,39
Sporting CP,Elpídio Silva,19/07/1975,Centre-Forward,Retired,01/07/2009,free transfer,01/01/2009,47,13,34
Sporting CP,Koke,27/04/1983,Centre-Forward,Retired,04/09/2017,-,04/08/2016,39,5,34
Sporting CP,Deivid,22/10/1979,Centre-Forward,Retired,17/03/2014,free transfer,01/09/2012,43,8,35
Sporting CP,Liedson,17/12/1977,Centre-Forward,Retired,01/01/2014,End of loan,30/06/2013,44,8,36
Sporting CP,Ricardo Sá Pinto,10/10/1972,Second Striker,Retired,01/07/2007,free transfer,01/07/2006,50,15,35
Sporting CP,Bruno Pereirinha,02/03/1988,Right Winger,Retired,01/07/2019,free transfer,19/09/2018,34,3,31
Sporting CP,Nani,17/11/1986,Left Winger,Melbourne,12/07/2022,free transfer,14/01/2022,36,0,36
Sporting CP,David Caiado,02/05/1987,Attacking Midfield,Coimbra,01/07/2022,free transfer,20/01/2021,35,0,35
Sporting CP,Leandro Romagnoli,17/03/1981,Attacking Midfield,Retired,01/07/2018,free transfer,01/08/2009,41,4,37
Sporting CP,Carlos Martins,29/04/1982,Attacking Midfield,Retired,04/09/2016,free transfer,01/01/2015,40,6,34
Sporting CP,João Moutinho,08/09/1986,Central Midfield,Wolves,24/07/2018,€25.00m,01/07/2013,36,4,32
Sporting CP,José Semedo,11/01/1985,Defensive Midfield,Vitória Setúbal,24/08/2017,-,01/07/2017,37,5,32
Sporting CP,Luís Loureiro,04/12/1976,Defensive Midfield,Retired,01/07/2011,-,01/07/2010,45,11,34
Sporting CP,Rogério,28/02/1976,Right-Back,Retired,01/03/2008,free transfer,01/01/2007,46,14,32
Sporting CP,Hugo,11/08/1976,Centre-Back,Retired,01/09/2013,free transfer,01/07/2009,46,9,37
Sporting CP,Tonel,13/04/1980,Centre-Back,Retired,01/07/2016,free transfer,01/07/2015,42,6,36
Sporting CP,Beto,03/05/1976,Centre-Back,Retired,01/07/2011,-,01/02/2011,46,11,35
Sporting CP,Polga,09/02/1979,Centre-Back,Retired,01/01/2013,End of loan,31/12/2012,43,9,34
Sporting CP,Tiago Ferreira,16/04/1975,Goalkeeper,Retired,01/07/2012,End of loan,30/06/2001,47,10,37
FC Porto,Adriano,03/01/1979,Centre-Forward,Retired,10/06/2019,-,10/06/2019,43,3,40
FC Porto,Tomislav Sokota,08/04/1977,Centre-Forward,Retired,01/07/2011,free transfer,01/08/2010,45,11,34
FC Porto,Hugo Almeida,23/05/1984,Centre-Forward,Retired,06/02/2020,free transfer,16/07/2018,38,2,36
FC Porto,Hélder Postiga,02/08/1982,Centre-Forward,Retired,01/01/2017,free transfer,12/08/2016,40,5,35
FC Porto,Lisandro López,02/03/1983,Centre-Forward,Sarmiento Junin,01/01/2022,-,01/07/2021,39,0,39
FC Porto,Ivanildo,09/01/1986,Right Winger,Retired,01/07/2016,free transfer,01/07/2013,36,6,30
FC Porto,Alan,19/09/1979,Right Winger,Retired,01/07/2017,free transfer,01/07/2008,43,5,38
FC Porto,Hélder Barbosa,25/05/1987,Left Winger,Without Club,01/07/2022,free transfer,14/01/2021,35,0,35
FC Porto,Bruno Gama,15/11/1987,Left Winger,AEK Larnaca,05/07/2022,free transfer,10/08/2018,35,0,35
FC Porto,Jorginho,06/05/1977,Attacking Midfield,Retired,01/01/2015,-,01/01/2013,45,7,38
FC Porto,Ibson,07/11/1983,Central Midfield,Nacional (MG),25/04/2022,free transfer,02/07/2021,39,0,39
FC Porto,Raúl Meireles,17/03/1983,Central Midfield,Retired,01/07/2016,€10.00m,03/09/2012,39,6,33
FC Porto,Anderson,13/04/1988,Central Midfield,Retired,20/09/2019,-,06/08/2018,34,3,31
FC Porto,Diego,28/02/1985,Central Midfield,Flamengo,19/07/2016,free transfer,10/07/2014,37,6,31
FC Porto,Lucho González,19/01/1981,Central Midfield,Retired,01/06/2021,-,16/09/2016,41,1,40
FC Porto,Nuno Coelho,23/11/1987,Defensive Midfield,Without Club,01/07/2022,?,05/08/2020,35,0,35
FC Porto,Paulo Assunção,25/01/1980,Defensive Midfield,Retired,01/07/2014,-,08/01/2014,42,8,34
FC Porto,Fatih Sonkaya,01/07/1981,Right-Back,Retired,01/07/2019,free transfer,01/07/2018,41,3,38
FC Porto,João Pedro,29/12/1987,Centre-Back,AC Bougadense,01/08/2022,-,01/07/2021,34,0,34
FC Porto,Jorge Costa,14/10/1971,Centre-Back,Retired,01/07/2006,free transfer,01/01/2006,51,16,35
FC Porto,Bruno Alves,27/11/1981,Centre-Back,Retired,01/07/2022,-,04/09/2021,41,0,41
FC Porto,Pedro Emanuel,11/02/1975,Centre-Back,Retired,01/07/2009,?,01/07/2002,47,13,34
FC Porto,Pepe,26/02/1983,Centre-Back,FC Porto,08/01/2019,-,17/12/2018,39,3,36
FC Porto,Hugo Marques,15/01/1986,Goalkeeper,Petro Luanda,17/08/2022,free transfer,12/08/2021,36,0,36
FC Porto,Paulo Ribeiro,06/03/1984,Goalkeeper,Retired,01/09/2019,free transfer,01/07/2018,38,3,35
FC Porto,Vítor Baía,15/10/1969,Goalkeeper,Retired,01/07/2007,free transfer,01/01/1999,53,15,38
FC Porto,Helton,18/05/1978,Goalkeeper,Retired,01/07/2021,-,01/10/2020,44,1,43
SL Benfica,Mantorras,18/03/1982,Centre-Forward,Retired,01/06/2012,-,01/07/2011,40,10,30
