,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,teams,playerprofile,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate
1693,1693,2094,2650,2650,2650,2650,2650,Treviso FBC 1993,Federico Piovaccari,01/09/1984,Centre-Forward,Giugliano,23/07/2022,free transfer,01/02/2022
1694,1694,2095,2651,2651,2651,2651,2651,Treviso FBC 1993,Damien Florian,03/01/1987,Centre-Forward,FC Clivense SM,01/08/2022,free transfer,04/02/2022
1695,1695,2096,2654,2654,2654,2654,2654,Treviso FBC 1993,Luigi Beghetto,06/07/1973,Centre-Forward,Retired,01/07/2009,free transfer,01/01/2009
1696,1696,2097,2655,2655,2655,2655,2655,Treviso FBC 1993,Dino Fava,16/03/1977,Centre-Forward,Sessana,27/07/2022,free transfer,18/08/2021
1697,1697,2098,2656,2656,2656,2656,2656,Treviso FBC 1993,Reginaldo,31/07/1983,Centre-Forward,Picerno,31/08/2021,free transfer,17/09/2020
1698,1698,2099,2661,2661,2661,2661,2661,Treviso FBC 1993,Andrea Russotto,25/05/1988,Attacking Midfield,Catania,08/08/2022,-,09/04/2022
1699,1699,2100,2662,2662,2662,2662,2662,Treviso FBC 1993,Blazej Vascak,23/11/1983,Attacking Midfield,Retired,01/07/2021,free transfer,13/08/2020
1700,1700,2101,2663,2663,2663,2663,2663,Treviso FBC 1993,André Pinga,27/04/1981,Attacking Midfield,Retired,01/06/2013,free transfer,01/01/2013
1701,1701,2102,2667,2667,2667,2667,2667,Treviso FBC 1993,Antonio Filippini,03/07/1973,Right Midfield,Retired,01/07/2011,free transfer,01/09/2010
1702,1702,2103,2668,2668,2668,2668,2668,Treviso FBC 1993,Emanuele Filippini,03/07/1973,Central Midfield,Retired,01/07/2009,?,01/07/2007
1703,1703,2104,2669,2669,2669,2669,2669,Treviso FBC 1993,Walter Baseggio,19/08/1978,Central Midfield,Retired,01/07/2013,?,04/07/2012
1704,1704,2105,2670,2670,2670,2670,2670,Treviso FBC 1993,Divine Fonjock,16/01/1987,Defensive Midfield,Savona,05/10/2021,-,01/07/2021
1705,1705,2106,2671,2671,2671,2671,2671,Treviso FBC 1993,Fabio Gallo,11/09/1970,Defensive Midfield,Retired,01/07/2009,?,01/07/2007
1706,1706,2107,2672,2672,2672,2672,2672,Treviso FBC 1993,Fabio Roselli,12/04/1983,Defensive Midfield,Mezzolara,14/12/2018,free transfer,24/07/2018
1707,1707,2108,2673,2673,2673,2673,2673,Treviso FBC 1993,Riccardo Gissi,20/03/1980,Defensive Midfield,Retired,01/07/2016,free transfer,18/08/2015
1708,1708,2109,2674,2674,2674,2674,2674,Treviso FBC 1993,Raffaele De Martino,08/04/1986,Defensive Midfield,Pontinia,01/10/2019,-,01/07/2019
1709,1709,2110,2676,2676,2676,2676,2676,Treviso FBC 1993,Francesco Parravicini,31/01/1982,Defensive Midfield,Retired,01/07/2015,?,31/08/2012
1710,1710,2111,2678,2678,2678,2678,2678,Treviso FBC 1993,Francesco Galeoto,17/03/1972,Right-Back,Retired,01/07/2013,free transfer,23/09/2011
1711,1711,2112,2679,2679,2679,2679,2679,Treviso FBC 1993,Christian Maggio,11/02/1982,Right-Back,Retired,01/07/2022,-,21/02/2022
1712,1712,2113,2681,2681,2681,2681,2681,Treviso FBC 1993,Marco Martin,25/12/1987,Left-Back,Montebelluna,06/02/2020,-,01/07/2019
1713,1713,2114,2682,2682,2682,2682,2682,Treviso FBC 1993,Anderson,01/04/1983,Left-Back,Retired,01/07/2011,-,01/07/2010
1714,1714,2115,2683,2683,2683,2683,2683,Treviso FBC 1993,Alberto Giuliatto,17/09/1983,Left-Back,Retired,01/07/2015,End of loan,30/06/2015
1715,1715,2116,2684,2684,2684,2684,2684,Treviso FBC 1993,Iacopo La Rocca,17/02/1984,Centre-Back,Retired,01/12/2019,-,01/07/2019
1716,1716,2117,2685,2685,2685,2685,2685,Treviso FBC 1993,Marco Mallus,24/01/1982,Centre-Back,Monterubbianese,12/07/2021,free transfer,22/07/2020
1717,1717,2118,2686,2686,2686,2686,2686,Treviso FBC 1993,Stefano Lorenzi,18/01/1977,Centre-Back,Retired,17/07/2012,?,01/07/2010
1718,1718,2119,2687,2687,2687,2687,2687,Treviso FBC 1993,Marco Zaninelli,25/04/1977,Centre-Back,Retired,01/07/2012,free transfer,01/09/2010
1719,1719,2120,2690,2690,2690,2690,2690,Treviso FBC 1993,Carlos Valdez,02/05/1983,Centre-Back,Boston River,30/01/2017,?,01/02/2011
1720,1720,2121,2691,2691,2691,2691,2691,Treviso FBC 1993,William Viali,16/11/1974,Centre-Back,Retired,01/07/2010,?,07/01/2008
1721,1721,2122,2692,2692,2692,2692,2692,Treviso FBC 1993,Paolo Dellafiore,02/02/1985,Centre-Back,Without Club,01/07/2022,-,02/10/2021
1722,1722,2123,2695,2695,2695,2695,2695,Treviso FBC 1993,Alberto Frison,22/01/1988,Goalkeeper,Without Club,01/07/2019,-,08/02/2018
1723,1723,2124,2696,2696,2696,2696,2696,Treviso FBC 1993,Davide Zomer,21/10/1977,Goalkeeper,Retired,01/07/2016,free transfer,01/07/2015
1724,1724,2125,2697,2697,2697,2697,2697,Treviso FBC 1993,Samir Handanovic,14/07/1984,Goalkeeper,Inter,09/07/2012,End of loan,30/06/2007
1725,1725,2126,2698,2698,2698,2698,2698,Treviso FBC 1993,Adriano Zancopè,09/11/1971,Goalkeeper,Retired,01/07/2008,?,01/08/2006
1726,1726,2127,2700,2700,2700,2700,2700,Ascoli Calcio 1898,Schumacher,31/08/1986,Centre-Forward,Botafogo,22/06/2022,End of loan,31/12/2022
1727,1727,2128,2702,2702,2702,2702,2702,Ascoli Calcio 1898,Emanuele Ferraro,08/09/1978,Centre-Forward,Retired,01/07/2013,-,01/12/2011
1728,1728,2129,2704,2704,2704,2704,2704,Ascoli Calcio 1898,Marco Ferrante,04/02/1971,Centre-Forward,Retired,01/01/2009,free transfer,01/07/2007
1729,1729,2130,2706,2706,2706,2706,2706,Ascoli Calcio 1898,Fabio Quagliarella,31/01/1983,Centre-Forward,Sampdoria,01/07/2016,End of loan,30/06/2016
1730,1730,2131,2711,2711,2711,2711,2711,Ascoli Calcio 1898,Federico Giampaolo,03/03/1970,Attacking Midfield,Retired,01/02/2010,?,01/07/2009
1731,1731,2132,2715,2715,2715,2715,2715,Ascoli Calcio 1898,Alfredo Cariello,10/09/1979,Left Midfield,Retired,01/07/2017,free transfer,01/07/2016
1732,1732,2133,2717,2717,2717,2717,2717,Ascoli Calcio 1898,Luigi Giorgi,19/04/1987,Central Midfield,Without Club,01/07/2020,-,12/07/2019
1733,1733,2134,2725,2725,2725,2725,2725,Ascoli Calcio 1898,Abel Aguilar,06/01/1985,Defensive Midfield,Retired,19/02/2020,free transfer,01/01/2019
1734,1734,2135,2731,2731,2731,2731,2731,Ascoli Calcio 1898,Valerio Virga,29/06/1986,Right-Back,Vigliano,01/07/2019,free transfer,05/07/2018
1735,1735,2136,2732,2732,2732,2732,2732,Ascoli Calcio 1898,Gianluca Comotto,16/10/1978,Right-Back,Retired,03/02/2016,?,08/07/2013
1736,1736,2137,2733,2733,2733,2733,2733,Ascoli Calcio 1898,Lorenzo Pasqualini,19/08/1989,Left-Back,Porto D'Ascoli,23/09/2019,-,01/07/2019
1737,1737,2138,2736,2736,2736,2736,2736,Ascoli Calcio 1898,Riccardo Bonetto,20/03/1979,Left-Back,Retired,01/07/2016,-,01/07/2013
1738,1738,2139,2737,2737,2737,2737,2737,Ascoli Calcio 1898,Salvatore Bocchetti,30/11/1986,Centre-Back,Retired,01/07/2021,End of loan,30/06/2021
1739,1739,2140,2740,2740,2740,2740,2740,Ascoli Calcio 1898,Massimo Paci,09/05/1978,Centre-Back,Retired,01/07/2015,free transfer,28/07/2014
1740,1740,2141,2741,2741,2741,2741,2741,Ascoli Calcio 1898,Daniele Adani,10/07/1974,Centre-Back,Retired,01/07/2011,-,01/07/2009
1741,1741,2142,2742,2742,2742,2742,2742,Ascoli Calcio 1898,Maurizio Lauro,12/03/1981,Centre-Back,Retired,01/01/2015,?,30/06/2014
1742,1742,2143,2743,2743,2743,2743,2743,Ascoli Calcio 1898,Maurizio Domizzi,28/06/1980,Centre-Back,Retired,01/07/2019,free transfer,01/07/2016
1743,1743,2144,2748,2748,2748,2748,2748,AC Siena,Rey Volpato,27/08/1986,Centre-Forward,Camisano,06/04/2021,free transfer,18/07/2020
1744,1744,2145,2749,2749,2749,2749,2749,AC Siena,Pasquale Iadaresta,17/03/1986,Centre-Forward,Puteolana,07/10/2022,-,01/07/2022
1745,1745,2146,2750,2750,2750,2750,2750,AC Siena,Massimo Marazzina,16/07/1974,Centre-Forward,Retired,01/07/2010,?,01/01/2006
1746,1746,2147,2754,2754,2754,2754,2754,AC Siena,Tomás Guzmán,07/03/1982,Attacking Midfield,Retired,01/01/2016,?,01/01/2015
1747,1747,2148,2755,2755,2755,2755,2755,AC Siena,Francesco Cozza,19/01/1974,Attacking Midfield,Retired,01/07/2010,free transfer,03/07/2009
1748,1748,2149,2759,2759,2759,2759,2759,AC Siena,Douglas Packer,13/03/1987,Central Midfield,Marcílio Dias,19/01/2022,free transfer,11/01/2021
1749,1749,2150,2760,2760,2760,2760,2760,AC Siena,Matteo Paro,17/03/1983,Central Midfield,Retired,01/07/2016,?,15/07/2015
1750,1750,2151,2762,2762,2762,2762,2762,AC Siena,Gennaro Esposito,18/03/1985,Defensive Midfield,Real Anacapri,01/07/2021,free transfer,03/10/2020
1751,1751,2152,2763,2763,2763,2763,2763,AC Siena,Andrea Ardito,08/01/1977,Defensive Midfield,Retired,07/07/2015,-,01/11/2009
1752,1752,2153,2764,2764,2764,2764,2764,AC Siena,Simone Vergassola,24/01/1976,Defensive Midfield,Retired,19/07/2015,?,01/01/2004
1753,1753,2154,2765,2765,2765,2765,2765,AC Siena,Paolo Foglio,08/09/1975,Right-Back,Retired,01/07/2011,?,01/07/2008
1754,1754,2155,2769,2769,2769,2769,2769,AC Siena,Daniele Gastaldello,25/06/1983,Centre-Back,Retired,01/09/2020,?,25/08/2017
1755,1755,2156,2770,2770,2770,2770,2770,AC Siena,Michele Mignani,30/04/1972,Centre-Back,Retired,01/07/2009,free transfer,01/08/2008
1756,1756,2157,2771,2771,2771,2771,2771,AC Siena,Paolo Negro,16/04/1972,Centre-Back,Retired,01/07/2007,free transfer,01/07/2005
1757,1757,2158,2773,2773,2773,2773,2773,AC Siena,Daniele Portanova,17/12/1978,Centre-Back,Retired,30/03/2017,-,01/07/2016
1758,1758,2159,2774,2774,2774,2774,2774,AC Siena,Nicola Legrottaglie,20/10/1976,Centre-Back,Retired,01/07/2014,free transfer,24/08/2011
1759,1759,2160,2775,2775,2775,2775,2775,AC Siena,Igor Tudor,16/04/1978,Centre-Back,Retired,01/07/2008,free transfer,01/07/2007
1760,1760,2161,2778,2778,2778,2778,2778,AC Siena,Antonio Mirante,08/07/1983,Goalkeeper,AC Milan,13/10/2021,-,01/07/2021
1761,1761,2162,2779,2779,2779,2779,2779,Cagliari Calcio,Matteo Mancosu,22/12/1984,Centre-Forward,Sarrabus Ogl.,08/08/2021,free transfer,08/01/2019
1762,1762,2163,2780,2780,2780,2780,2780,Cagliari Calcio,Andrea Cocco,08/04/1986,Centre-Forward,UC AlbinoLeffe,09/08/2022,free transfer,19/08/2021
1763,1763,2164,2781,2781,2781,2781,2781,Cagliari Calcio,David Suazo,05/11/1979,Centre-Forward,Retired,28/03/2013,-,01/07/2012
1764,1764,2165,2782,2782,2782,2782,2782,Cagliari Calcio,Antonio Langella,30/03/1977,Second Striker,Retired,26/09/2011,€1.00m,01/07/2009
1765,1765,2166,2783,2783,2783,2783,2783,Cagliari Calcio,Claudio Ferrarese,07/09/1978,Right Winger,Retired,01/07/2017,?,01/07/2015
1766,1766,2167,2784,2784,2784,2784,2784,Cagliari Calcio,Mauro Esposito,13/06/1979,Right Winger,Retired,01/07/2011,free transfer,13/09/2010
1767,1767,2168,2786,2786,2786,2786,2786,Cagliari Calcio,Marco Mancosu,22/08/1988,Attacking Midfield,Cagliari Calcio,18/08/2022,free transfer,20/08/2021
1768,1768,2169,2787,2787,2787,2787,2787,Cagliari Calcio,Andrea Capone,08/01/1981,Attacking Midfield,Retired,01/07/2011,-,01/07/2010
1769,1769,2170,2788,2788,2788,2788,2788,Cagliari Calcio,Andrea Cossu,03/05/1980,Attacking Midfield,Retired,08/08/2018,free transfer,01/07/2017
1770,1770,2171,2789,2789,2789,2789,2789,Cagliari Calcio,Alessandro Conticchio,19/01/1974,Central Midfield,Retired,01/01/2008,?,01/08/2007
1771,1771,2172,2790,2790,2790,2790,2790,Cagliari Calcio,Claudio Pani,11/03/1986,Defensive Midfield,Sigma,16/08/2021,-,13/10/2020
1772,1772,2173,2791,2791,2791,2791,2791,Cagliari Calcio,Alessandro Budel,25/02/1981,Defensive Midfield,Retired,01/07/2017,-,31/01/2017
1773,1773,2174,2792,2792,2792,2792,2792,Cagliari Calcio,Nelson Abeijón,21/07/1973,Defensive Midfield,Retired,01/07/2008,free transfer,01/07/2007
1774,1774,2175,2793,2793,2793,2793,2793,Cagliari Calcio,Daniele Conti,09/01/1979,Defensive Midfield,Retired,01/07/2015,€650Th.,01/07/1999
1775,1775,2176,2795,2795,2795,2795,2795,Cagliari Calcio,Francesco Pisano,29/04/1986,Right-Back,Retired,04/07/2022,free transfer,25/08/2016
1776,1776,2177,2796,2796,2796,2796,2796,Cagliari Calcio,Alessandro Agostini,23/07/1979,Left-Back,Retired,01/07/2015,€300Th.,01/07/2013
1777,1777,2178,2797,2797,2797,2797,2797,Cagliari Calcio,Massimo Gobbi,31/10/1980,Left-Back,Retired,01/07/2019,free transfer,14/07/2018
1778,1778,2179,2798,2798,2798,2798,2798,Cagliari Calcio,Davide Moi,07/06/1985,Centre-Back,Sarrabus Ogl.,17/07/2019,free transfer,14/07/2018
1779,1779,2180,2799,2799,2799,2799,2799,Cagliari Calcio,Andrea Peana,12/02/1986,Centre-Back,Lanusei,12/07/2022,free transfer,13/07/2020
1780,1780,2181,2800,2800,2800,2800,2800,Cagliari Calcio,Fabio Vignati,06/03/1984,Centre-Back,Sant'Elena,05/07/2022,free transfer,01/07/2018
1781,1781,2182,2801,2801,2801,2801,2801,Cagliari Calcio,Diego López,22/08/1974,Centre-Back,Retired,01/07/2010,?,01/07/1998
1782,1782,2183,2805,2805,2805,2805,2805,Cagliari Calcio,Michele Canini,05/06/1985,Centre-Back,Retired,12/12/2019,free transfer,21/08/2019
1783,1783,2184,2808,2808,2808,2808,2808,Cagliari Calcio,Antonio Chimenti,30/06/1970,Goalkeeper,Retired,01/07/2010,free transfer,19/07/2008
1784,1784,2185,2810,2810,2810,2810,2810,Empoli FC,Matteo Serafini,21/04/1978,Centre-Forward,Retired,30/06/2019,free transfer,01/07/2018
1785,1785,2186,2811,2811,2811,2811,2811,Empoli FC,Christian Riganó,25/05/1974,Centre-Forward,Retired,01/07/2015,-,15/01/2015
1786,1786,2187,2814,2814,2814,2814,2814,Empoli FC,Francesco Tavano,02/03/1979,Centre-Forward,Tuttocuoio,05/07/2022,free transfer,13/07/2021
1787,1787,2188,2815,2815,2815,2815,2815,Empoli FC,Éder,15/11/1986,Second Striker,São Paulo,26/03/2021,€5.70m,13/07/2018
1788,1788,2189,2818,2818,2818,2818,2818,Empoli FC,Ighli Vannucchi,05/08/1977,Attacking Midfield,Retired,20/03/2014,?,30/08/2013
1789,1789,2190,2819,2819,2819,2819,2819,Empoli FC,Antonio Buscè,12/12/1975,Right Midfield,Retired,01/07/2013,free transfer,08/08/2012
1790,1790,2191,2820,2820,2820,2820,2820,Empoli FC,Davide Moro,02/01/1982,Central Midfield,Retired,18/04/2018,free transfer,09/12/2017
1791,1791,2192,2822,2822,2822,2822,2822,Empoli FC,Daniele Buzzegoli,07/05/1983,Defensive Midfield,Retired,16/06/2022,free transfer,11/08/2021
1792,1792,2193,2823,2823,2823,2823,2823,Empoli FC,Fabrizio Ficini,11/10/1973,Defensive Midfield,Retired,01/07/2009,?,01/07/2008
1793,1793,2194,2825,2825,2825,2825,2825,Empoli FC,Francesco Lodi,23/03/1984,Defensive Midfield,Catania,06/08/2022,free transfer,21/08/2021
1794,1794,2195,2826,2826,2826,2826,2826,Empoli FC,Richard Vanigli,01/06/1971,Right-Back,Retired,01/07/2012,free transfer,01/07/2009
1795,1795,2196,2827,2827,2827,2827,2827,Empoli FC,Emanuel Michelotti,06/02/1985,Left-Back,Cerretese,01/07/2019,free transfer,01/07/2018
1796,1796,2197,2828,2828,2828,2828,2828,Empoli FC,Nicola Ascoli,11/09/1979,Left-Back,Retired,01/07/2012,?,01/02/2011
1797,1797,2198,2829,2829,2829,2829,2829,Empoli FC,Maxwell,27/08/1981,Left-Back,Retired,01/07/2017,€3.50m,12/01/2012
1798,1798,2199,2831,2831,2831,2831,2831,Empoli FC,Francesco Pratali,17/01/1979,Centre-Back,Retired,01/07/2016,free transfer,22/07/2015
1799,1799,2200,2832,2832,2832,2832,2832,Empoli FC,Andrea Raggi,24/06/1984,Centre-Back,Retired,21/01/2020,-,01/07/2019
1800,1800,2201,2833,2833,2833,2833,2833,Empoli FC,Andrea Coda,25/04/1985,Centre-Back,Without Club,01/07/2021,-,18/01/2021
1801,1801,2202,2835,2835,2835,2835,2835,Empoli FC,Daniele Balli,16/09/1967,Goalkeeper,Retired,01/07/2011,?,01/07/2010
1802,1802,2203,2836,2836,2836,2836,2836,Empoli FC,Gianluca Berti,20/05/1967,Goalkeeper,Retired,01/07/2010,?,01/07/2009
1803,1803,2204,2838,2838,2838,2838,2838,FC Messina Peloro,Igor Zaniolo,12/03/1973,Centre-Forward,Retired,27/10/2013,?,01/07/2012
1804,1804,2205,2840,2840,2840,2840,2840,FC Messina Peloro,Atsushi Yanagisawa,27/05/1977,Centre-Forward,Retired,01/02/2015,?,01/02/2011
1805,1805,2206,2843,2843,2843,2843,2843,FC Messina Peloro,Arturo Di Napoli,18/04/1974,Centre-Forward,Retired,01/07/2012,?,01/12/2010
1806,1806,2207,2846,2846,2846,2846,2846,FC Messina Peloro,Giuseppe Sculli,23/03/1981,Left Winger,Retired,01/07/2019,free transfer,18/07/2016
1807,1807,2208,2847,2847,2847,2847,2847,FC Messina Peloro,Renato Bondi,20/03/1981,Attacking Midfield,Pergolese,06/08/2017,free transfer,01/07/2016
1808,1808,2209,2848,2848,2848,2848,2848,FC Messina Peloro,Salvatore Sullo,23/10/1971,Attacking Midfield,Retired,01/07/2009,?,01/07/2008
1809,1809,2210,2849,2849,2849,2849,2849,FC Messina Peloro,Andrea Tummiolo,20/03/1984,Central Midfield,Chiampo,08/12/2020,free transfer,01/07/2019
1810,1810,2211,2850,2850,2850,2850,2850,FC Messina Peloro,Mamede,24/02/1974,Central Midfield,Retired,01/07/2009,free transfer,01/07/2008
1811,1811,2212,2852,2852,2852,2852,2852,FC Messina Peloro,Antonio Nocerino,09/04/1985,Central Midfield,Retired,23/01/2020,-,19/12/2018
1812,1812,2213,2854,2854,2854,2854,2854,FC Messina Peloro,Carmine Coppola,10/01/1979,Central Midfield,Retired,01/07/2011,free transfer,01/07/2010
1813,1813,2214,2855,2855,2855,2855,2855,FC Messina Peloro,Gaetano D'Agostino,03/06/1982,Central Midfield,Retired,01/07/2016,free transfer,01/07/2015
1814,1814,2215,2856,2856,2856,2856,2856,FC Messina Peloro,Massimo Donati,26/03/1981,Defensive Midfield,Retired,01/07/2018,free transfer,20/02/2018
1815,1815,2216,2857,2857,2857,2857,2857,FC Messina Peloro,Pierpaolo Ruiz,10/02/1987,,Real Siracusa,01/07/2018,free transfer,01/07/2018
1816,1816,2217,2858,2858,2858,2858,2858,FC Messina Peloro,Salvatore D'Alterio,17/02/1980,Right-Back,Retired,01/07/2020,free transfer,06/12/2018
1817,1817,2218,2860,2860,2860,2860,2860,FC Messina Peloro,Alessandro Parisi,15/04/1977,Left-Back,Retired,04/02/2016,-,09/10/2015
1818,1818,2219,2861,2861,2861,2861,2861,FC Messina Peloro,Shadi Ghosheh,05/12/1987,Centre-Back,Altavilla,01/07/2022,free transfer,11/07/2021
1819,1819,2220,2862,2862,2862,2862,2862,FC Messina Peloro,Andrei Agius,12/08/1986,Centre-Back,Hibernians FC,02/09/2014,?,15/01/2014
1820,1820,2221,2867,2867,2867,2867,2867,FC Messina Peloro,Luca Fusco,31/08/1977,Centre-Back,Retired,01/07/2013,-,01/07/2011
1821,1821,2222,2868,2868,2868,2868,2868,FC Messina Peloro,Duccio Innocenti,20/09/1975,Centre-Back,Retired,01/07/2010,,01/12/2009
1822,1822,2223,2869,2869,2869,2869,2869,FC Messina Peloro,Salvatore Aronica,20/01/1978,Centre-Back,Retired,27/07/2015,-,14/01/2015
1823,1823,2224,2870,2870,2870,2870,2870,FC Messina Peloro,Rahman Rezaei,20/02/1975,Centre-Back,Retired,04/07/2012,free transfer,01/01/2011
1824,1824,2225,2872,2872,2872,2872,2872,FC Messina Peloro,Marco Zoro,27/12/1983,Centre-Back,Retired,01/07/2017,free transfer,31/01/2017
1825,1825,2226,2874,2874,2874,2874,2874,FC Messina Peloro,Nicholas Caglioni,14/01/1983,Goalkeeper,Retired,01/07/2019,-,14/12/2018
1826,1826,2227,2875,2875,2875,2875,2875,FC Messina Peloro,Andrea Pansera,28/12/1979,Goalkeeper,Retired,01/07/2015,?,01/07/2013
1827,1827,2228,2876,2876,2876,2876,2876,FC Messina Peloro,Marco Storari,07/01/1977,Goalkeeper,Retired,01/07/2018,?,10/01/2017
1828,1828,2229,2877,2877,2877,2877,2877,Reggina Calcio,Henri Shiba,16/03/1988,Centre-Forward,Torrese,09/07/2022,free transfer,09/12/2021
1829,1829,2230,2878,2878,2878,2878,2878,Reggina Calcio,Fabio Ceravolo,05/03/1987,Centre-Forward,Padova,31/08/2021,€1.29m,02/09/2019
1830,1830,2231,2879,2879,2879,2879,2879,Reggina Calcio,Simone Cavalli,10/01/1979,Centre-Forward,Retired,01/07/2016,?,01/12/2013
1831,1831,2232,2880,2880,2880,2880,2880,Reggina Calcio,Lampros Choutos,07/12/1979,Centre-Forward,Retired,01/07/2010,free transfer,25/08/2009
1832,1832,2233,2881,2881,2881,2881,2881,Reggina Calcio,Rolando Bianchi,15/02/1983,Centre-Forward,Retired,31/08/2017,-,19/02/2017
1833,1833,2234,2883,2883,2883,2883,2883,Reggina Calcio,Emiliano Bonazzoli,20/01/1979,Centre-Forward,Retired,01/07/2016,free transfer,29/12/2015
1834,1834,2235,2884,2884,2884,2884,2884,Reggina Calcio,Ilyas Zeytullaev,13/08/1982,Left Winger,Retired,01/07/2019,-,26/09/2015
1835,1835,2236,2889,2889,2889,2889,2889,Reggina Calcio,Ivan Castiglia,06/01/1988,Central Midfield,ASD Gallico,28/12/2021,free transfer,29/09/2021
1836,1836,2237,2890,2890,2890,2890,2890,Reggina Calcio,Antonino Barillà,01/04/1988,Central Midfield,Without Club,01/07/2022,-,25/02/2022
1837,1837,2238,2891,2891,2891,2891,2891,Reggina Calcio,Filippo Carobbio,15/10/1979,Central Midfield,Retired,30/07/2017,-,01/07/2014
1838,1838,2239,2893,2893,2893,2893,2893,Reggina Calcio,Davide Biondini,24/01/1983,Central Midfield,Retired,01/07/2019,free transfer,06/08/2018
1839,1839,2240,2894,2894,2894,2894,2894,Reggina Calcio,Simone Missiroli,23/05/1986,Central Midfield,Retired,01/07/2022,-,26/09/2021
1840,1840,2241,2895,2895,2895,2895,2895,Reggina Calcio,Giacomo Tedesco,01/02/1976,Central Midfield,Retired,07/11/2013,?,24/08/2013
1841,1841,2242,2896,2896,2896,2896,2896,Reggina Calcio,Carlos Paredes,16/07/1976,Defensive Midfield,Retired,01/03/2015,?,01/01/2011
1842,1842,2243,2897,2897,2897,2897,2897,Reggina Calcio,Mozart,08/11/1979,Defensive Midfield,Retired,01/07/2010,€370Th.,01/08/2009
1843,1843,2244,2899,2899,2899,2899,2899,Reggina Calcio,Demetrio Cutrupi,01/11/1987,Right-Back,Ludos Ravagnese,18/07/2019,?,01/07/2017
1844,1844,2245,2900,2900,2900,2900,2900,Reggina Calcio,Juriy Cannarsa,22/04/1976,Right-Back,Retired,01/07/2014,?,01/07/2012
1845,1845,2246,2902,2902,2902,2902,2902,Reggina Calcio,Jacopo Balestri,21/06/1975,Left-Back,Retired,01/07/2017,-,01/12/2013
1846,1846,2247,2903,2903,2903,2903,2903,Reggina Calcio,Francesco Modesto,16/02/1982,Left-Back,Retired,01/07/2017,-,14/10/2016
1847,1847,2248,2905,2905,2905,2905,2905,Reggina Calcio,Antonio Giosa,21/08/1983,Centre-Back,Cast Brescia,27/07/2022,free transfer,01/09/2021
1848,1848,2249,2906,2906,2906,2906,2906,Reggina Calcio,Alessandro Zoppetti,28/03/1979,Centre-Back,Retired,01/07/2014,?,01/07/2013
1849,1849,2250,2907,2907,2907,2907,2907,Reggina Calcio,Maurizio Lanzaro,14/03/1982,Centre-Back,Retired,01/07/2018,free transfer,28/01/2018
1850,1850,2251,2908,2908,2908,2908,2908,Reggina Calcio,Marco Zamboni,07/12/1977,Centre-Back,Pedemonte,31/08/2021,free transfer,17/07/2020
