,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,teams,playerprofile,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate
3427,3427,3427,3427,Heracles Almelo,Chris Wijnterp,22/05/1985,Goalkeeper,Retired,07/01/2014,free transfer,01/07/2011
3428,3428,3428,3428,Heracles Almelo,Brian van Loo,02/04/1975,Goalkeeper,Retired,07/01/2013,free transfer,01/07/2012
3429,3429,3429,3429,Heracles Almelo,Martin Pieckenhagen,15/11/1971,Goalkeeper,Retired,07/01/2011,free transfer,01/08/2010
3430,3430,3430,3430,RBC Roosendaal,Fouad Makhout,23/06/1985,Centre-Forward,Retired,12/01/2015,?,01/07/2013
3431,3431,3431,3431,RBC Roosendaal,Henk Vos,05/06/1968,Centre-Forward,Retired,,free transfer,01/07/2010
3432,3432,3432,3432,RBC Roosendaal,Donny de Groot,16/08/1979,Centre-Forward,Retired,,free transfer,01/09/2014
3433,3433,3433,3433,RBC Roosendaal,Ali Elkhattabi,17/01/1977,Centre-Forward,Retired,,?,01/07/2005
3434,3434,3434,3434,RBC Roosendaal,Paul Kpaka,07/08/1981,Centre-Forward,Retired,,-,01/09/2010
3435,3435,3435,3435,RBC Roosendaal,Richie Basoski,10/04/1987,,Retired,,free transfer,01/07/2020
3436,3436,3436,3436,RBC Roosendaal,Edgar Marcelino,10/09/1984,Right Winger,Without Club,,free transfer,01/07/2021
3437,3437,3437,3437,RBC Roosendaal,Nyron Wau,24/11/1982,Right Winger,Retired,,free transfer,01/07/2010
3438,3438,3438,3438,RBC Roosendaal,Ebou Sillah,12/04/1980,Left Winger,Retired,,free transfer,01/07/2012
3439,3439,3439,3439,RBC Roosendaal,Danny Guijt,07/02/1981,Attacking Midfield,Katwijk B,07/01/2016,free transfer,01/07/2013
3440,3440,3440,3440,RBC Roosendaal,Tim Smolders,26/08/1980,Central Midfield,Retired,07/01/2018,free transfer,27/08/2015
3441,3441,3441,3441,RBC Roosendaal,Paul de Lange,04/02/1981,Defensive Midfield,Retired,,free transfer,01/07/2013
3442,3442,3442,3442,RBC Roosendaal,Jorge Acuña,31/07/1978,Defensive Midfield,Retired,,-,01/07/2017
3443,3443,3443,3443,RBC Roosendaal,Tyrone Loran,29/06/1981,Right-Back,Retired,-,?,01/01/2011
3444,3444,3444,3444,RBC Roosendaal,Frits Paap,04/10/1986,Right-Back,Unknown,07/01/2017,free transfer,01/07/2015
3445,3445,3445,3445,RBC Roosendaal,Sidney Lammens,14/06/1977,Right-Back,Retired,07/01/2011,free transfer,01/07/2010
3446,3446,3446,3446,RBC Roosendaal,Björn Daelemans,11/12/1977,Right-Back,Retired,07/01/2011,?,01/07/2010
3447,3447,3447,3447,RBC Roosendaal,Nuelson Wau,17/12/1980,Right-Back,Retired,07/01/2014,?,01/07/2013
3448,3448,3448,3448,RBC Roosendaal,Melvin Fleur,18/02/1982,Left-Back,Retired,07/01/2010,free transfer,01/07/2009
3449,3449,3449,3449,RBC Roosendaal,Akram Roumani,01/04/1978,Left-Back,Retired,-,?,01/07/2007
3450,3450,3450,3450,RBC Roosendaal,Arjan Ebbinge,06/12/1974,Centre-Back,Retired,,free transfer,01/07/2009
3451,3451,3451,3451,RBC Roosendaal,Robert Molenaar,27/02/1969,Centre-Back,Retired,07/01/2007,free transfer,01/07/2003
3452,3452,3452,3452,RBC Roosendaal,José Fortes Rodriguez,13/03/1972,Centre-Back,Retired,07/01/2006,free transfer,01/01/2005
3453,3453,3453,3453,RBC Roosendaal,Adem Yaran,27/01/1985,Defender,Unknown,07/01/2006,free transfer,01/07/2006
3454,3454,3454,3454,RBC Roosendaal,Pauwie Otto,27/08/1986,,Unknown,07/01/2007,?,01/01/2007
3455,3455,3455,3455,RBC Roosendaal,Rodney Ubbergen,06/04/1986,Goalkeeper,Without Club,,-,13/12/2016
3456,3456,3456,3456,RBC Roosendaal,Erwin Friebel,27/03/1983,Goalkeeper,Retired,07/01/2016,free transfer,01/07/2015
3457,3457,3457,3457,RBC Roosendaal,Mark Volders,13/04/1977,Goalkeeper,Retired,07/01/2012,-,01/07/2010
3458,3458,3458,3458,Sparta Rotterdam,Marvin Emnes,27/05/1988,Centre-Forward,Without Club,07/01/2021,-,30/03/2021
3459,3459,3459,3459,Sparta Rotterdam,Ivan Tsvetkov,31/08/1979,Centre-Forward,Retired,07/01/2017,-,19/01/2017
3460,3460,3460,3460,Sparta Rotterdam,Dieter Van Tornhout,18/03/1985,Centre-Forward,SK Berlare,07/25/2019,-,10/01/2017
3461,3461,3461,3461,Sparta Rotterdam,Marvin Wijks,11/05/1984,Right Winger,Retired,,free transfer,01/07/2017
3462,3462,3462,3462,Sparta Rotterdam,Istvan Bakx,20/01/1986,Attacking Midfield,Retired,07/01/2022,free transfer,19/09/2020
3463,3463,3463,3463,Sparta Rotterdam,Jason Oost,10/10/1982,Attacking Midfield,Retired,07/01/2017,free transfer,18/07/2016
3464,3464,3464,3464,Sparta Rotterdam,Yuri Rose,08/05/1979,Attacking Midfield,Retired,,free transfer,01/07/2013
3465,3465,3465,3465,Sparta Rotterdam,Ricky van den Bergh,17/11/1980,Attacking Midfield,Retired,,-,01/07/2013
3466,3466,3466,3466,Sparta Rotterdam,Rachid Bouaouzan,20/02/1984,Left Midfield,Unknown,,free transfer,01/07/2015
3467,3467,3467,3467,Sparta Rotterdam,Christophe Kinet,31/12/1974,Left Midfield,Retired,,?,09/01/2006
3468,3468,3468,3468,Sparta Rotterdam,Edwin van Bueren,04/04/1980,Central Midfield,Retired,07/01/2015,free transfer,01/07/2012
3469,3469,3469,3469,Sparta Rotterdam,Jan Michels,08/09/1970,,Retired,07/01/2010,free transfer,01/07/2008
3470,3470,3470,3470,Sparta Rotterdam,Nathan Rutjes,01/12/1983,Defensive Midfield,Retired,07/01/2019,free transfer,07/08/2018
3471,3471,3471,3471,Sparta Rotterdam,Sani Kaita,02/05/1986,Defensive Midfield,Retired,,free transfer,01/01/2017
3472,3472,3472,3472,Sparta Rotterdam,Anthony Obodai,06/08/1982,Defensive Midfield,Retired,01/01/2016,free transfer,07/01/2015
3473,3473,3473,3473,Sparta Rotterdam,Joshua Brard,14/05/1986,,Retired,,free transfer,01/07/2013
3474,3474,3474,3474,Sparta Rotterdam,Mehmet Kerem Yilmaz,04/06/1984,midfield,Retired,09/23/2013,free transfer,01/07/2011
3475,3475,3475,3475,Sparta Rotterdam,Marciano Bruma,07/03/1984,Right-Back,Zwarte Pijl,07/01/2020,-,01/07/2019
3476,3476,3476,3476,Sparta Rotterdam,Davy De fauw,08/07/1981,Right-Back,Retired,07/01/2020,free transfer,01/07/2016
3477,3477,3477,3477,Sparta Rotterdam,Nebojsa Gudelj,23/09/1968,Left-Back,Retired,07/01/2006,free transfer,01/07/2005
3478,3478,3478,3478,Sparta Rotterdam,Sjaak Polak,18/02/1976,Left-Back,Retired,,free transfer,08/05/2012
3479,3479,3479,3479,Sparta Rotterdam,Tom Zoontjes,30/03/1985,Centre-Back,Unknown,07/01/2017,free transfer,01/07/2009
3480,3480,3480,3480,Sparta Rotterdam,Wouter Gudde,05/08/1984,Centre-Back,Retired,01/17/2014,free transfer,01/07/2013
3481,3481,3481,3481,Sparta Rotterdam,Danny Schenkel,01/04/1978,Centre-Back,Retired,07/01/2015,free transfer,01/07/2014
3482,3482,3482,3482,Sparta Rotterdam,Steve Olfers,25/02/1982,Centre-Back,Retired,,free transfer,01/07/2021
3483,3483,3483,3483,Sparta Rotterdam,René Ponk,21/10/1971,Goalkeeper,Retired,07/01/2008,free transfer,01/07/2007
3484,3484,3484,3484,Sparta Rotterdam,Frank Kooiman,13/01/1970,Goalkeeper,Retired,05/01/2008,free transfer,01/07/2006
3485,3485,3485,3485,FC Groningen,Rogier Krohne,23/11/1986,Centre-Forward,Retired,,free transfer,01/07/2017
3486,3486,3486,3486,FC Groningen,Robbin Kieft,22/05/1987,Centre-Forward,sv De Meteoor,07/01/2019,free transfer,01/07/2012
3487,3487,3487,3487,FC Groningen,Glen Salmon,24/12/1977,Centre-Forward,Retired,07/01/2012,free transfer,01/07/2008
3488,3488,3488,3488,FC Groningen,Erik Nevland,10/11/1977,Centre-Forward,Retired,01/01/2013,free transfer,01/07/2010
3489,3489,3489,3489,FC Groningen,Kiran Bechan,12/09/1982,Right Winger,Retired,,free transfer,01/07/2010
3490,3490,3490,3490,FC Groningen,Shutlan Axwijk,13/05/1986,,Retired,,free transfer,01/07/2016
3491,3491,3491,3491,FC Groningen,Koen van de Laak,03/09/1982,Attacking Midfield,Retired,07/01/2014,free transfer,01/07/2012
3492,3492,3492,3492,FC Groningen,Yuri Cornelisse,08/05/1975,Right Midfield,Retired,07/01/2010,?,01/07/2007
3493,3493,3493,3493,FC Groningen,Stefano Seedorf,28/04/1982,Central Midfield,Retired,,?,01/07/2019
3494,3494,3494,3494,Naval 1º de Maio,Léo Guerra,11/07/1976,Centre-Forward,Retired,-,?,01/07/2005
3495,3495,3495,3495,Naval 1º de Maio,Bruno Cazarine,06/05/1983,Centre-Forward,Retired,07/01/2012,free transfer,01/08/2010
3496,3496,3496,3496,Naval 1º de Maio,Bruno Fogaça,11/11/1981,Centre-Forward,Retired,,free transfer,01/08/2011
3497,3497,3497,3497,Naval 1º de Maio,Saulo,18/02/1982,Right Winger,Unknown,,?,22/10/2019
3498,3498,3498,3498,Naval 1º de Maio,Lito,03/02/1975,Right Winger,Retired,,free transfer,01/07/2014
3499,3499,3499,3499,Naval 1º de Maio,Marcinho,31/07/1981,Attacking Midfield,Unknown,,?,01/10/2010
3500,3500,3500,3500,Naval 1º de Maio,Éder Richartz,07/10/1981,Attacking Midfield,Retired,Florianópolis,?,24/03/2014
3501,3501,3501,3501,Naval 1º de Maio,Tiago Fraga,02/03/1981,Attacking Midfield,Retired,,?,01/08/2014
3502,3502,3502,3502,Naval 1º de Maio,Solimar,16/09/1975,Attacking Midfield,Retired,,free transfer,01/07/2008
3503,3503,3503,3503,Naval 1º de Maio,Rui Miguel,15/11/1983,Attacking Midfield,Retired,,free transfer,01/07/2019
3504,3504,3504,3504,Naval 1º de Maio,Fajardo,27/10/1978,Attacking Midfield,Retired,,free transfer,01/07/2016
3505,3505,3505,3505,Naval 1º de Maio,Pedro Santos,28/06/1976,Central Midfield,Retired,07/01/2011,free transfer,01/08/2008
3506,3506,3506,3506,Naval 1º de Maio,João Mendes,03/03/1987,Defensive Midfield,Retired,,?,01/07/2013
3507,3507,3507,3507,Naval 1º de Maio,Gilmar,17/10/1973,Defensive Midfield,Retired,07/01/2010,?,01/07/2005
3508,3508,3508,3508,Naval 1º de Maio,Glauber,09/02/1975,midfield,Retired,,-,01/01/2014
3509,3509,3509,3509,Naval 1º de Maio,Pedro Bessa,18/12/1976,Right-Back,Retired,07/01/2011,?,01/07/2010
3510,3510,3510,3510,Naval 1º de Maio,Carlitos,05/12/1981,Right-Back,Retired,07/01/2019,free transfer,01/07/2018
3511,3511,3511,3511,Naval 1º de Maio,China,15/04/1982,Left-Back,Retired,,free transfer,01/07/2020
3512,3512,3512,3512,Naval 1º de Maio,Renato Benatti,17/10/1981,Centre-Back,Retired,,?,08/05/2014
3513,3513,3513,3513,Naval 1º de Maio,João Paulo,22/02/1983,Centre-Back,Retired,05/01/2009,free transfer,01/12/2008
3514,3514,3514,3514,Naval 1º de Maio,Aurélio Sousa Teixeira,03/10/1982,Centre-Back,Retired,Dijon,free transfer,01/07/2006
3515,3515,3515,3515,Naval 1º de Maio,Nélson Veiga,09/02/1978,Centre-Back,Retired,,free transfer,09/07/2016
3516,3516,3516,3516,Naval 1º de Maio,Fernando,29/01/1974,Centre-Back,Retired,,-,01/07/2017
3517,3517,3517,3517,Naval 1º de Maio,Pedro Franco,18/04/1974,Centre-Back,Retired,07/01/2010,free transfer,01/07/2009
3518,3518,3518,3518,Naval 1º de Maio,Jérémy Sopalski,06/02/1981,Goalkeeper,Retired,,free transfer,27/08/2013
3519,3519,3519,3519,Naval 1º de Maio,Wilson Júnior,27/10/1976,Goalkeeper,Retired,,?,12/09/2014
3520,3520,3520,3520,Naval 1º de Maio,Pedro Taborda,22/06/1978,Goalkeeper,Retired,,free transfer,19/07/2016
3521,3521,3521,3521,FC Paços de Ferreira,Adriano Magrão,07/03/1981,Centre-Forward,Retired,,free transfer,01/02/2012
3522,3522,3522,3522,FC Paços de Ferreira,Júnior Bahia,02/04/1977,Centre-Forward,Retired,,?,01/07/2008
3523,3523,3523,3523,FC Paços de Ferreira,Edinho,07/07/1982,Centre-Forward,Without Club,07/01/2022,free transfer,01/07/2021
3524,3524,3524,3524,FC Paços de Ferreira,João Paulo,08/04/1980,Centre-Forward,Retired,,-,01/07/2017
3525,3525,3525,3525,FC Paços de Ferreira,Ronny,25/02/1983,Centre-Forward,Retired,,-,11/02/2016
3526,3526,3526,3526,FC Paços de Ferreira,Didi,10/09/1982,Second Striker,Retired,,?,01/01/2014
3527,3527,3527,3527,FC Paços de Ferreira,Renato Queirós,20/07/1977,Right Winger,Retired,07/01/2012,free transfer,01/07/2010
3528,3528,3528,3528,FC Paços de Ferreira,Cristiano,28/09/1983,Left Winger,Jataiense-GO,03/02/2021,-,11/12/2017
3529,3529,3529,3529,FC Paços de Ferreira,Tiago Martins,19/07/1976,Left Winger,Retired,,?,31/12/2012
3530,3530,3530,3530,FC Paços de Ferreira,Rui Dolores,02/05/1978,Left Winger,Retired,07/01/2016,-,01/07/2015
3531,3531,3531,3531,FC Paços de Ferreira,Júnior,24/09/1976,Attacking Midfield,Retired,01/01/2019,-,01/01/2017
3532,3532,3532,3532,FC Paços de Ferreira,Edson Nobre,02/03/1980,Right Midfield,Retired,07/01/2012,?,01/07/2011
3533,3533,3533,3533,FC Paços de Ferreira,Pedrinha,03/05/1978,Central Midfield,Retired,07/01/2013,free transfer,01/07/2011
3534,3534,3534,3534,FC Paços de Ferreira,Alexandre,28/03/1979,Defensive Midfield,Retired,,?,01/07/2010
3535,3535,3535,3535,FC Paços de Ferreira,Ricardo André,24/10/1982,Defensive Midfield,Retired,,-,01/01/2011
3536,3536,3536,3536,FC Paços de Ferreira,Paulo Sousa,13/05/1975,Defensive Midfield,Retired,07/01/2011,?,01/08/2008
3537,3537,3537,3537,FC Paços de Ferreira,Mangualde,14/02/1982,Right-Back,Retired,,?,01/07/2016
3538,3538,3538,3538,FC Paços de Ferreira,Primo,22/08/1976,Right-Back,Retired,07/01/2015,free transfer,01/07/2014
3539,3539,3539,3539,FC Paços de Ferreira,Bispo,07/06/1977,Left-Back,Retired,,?,01/07/2008
3540,3540,3540,3540,FC Paços de Ferreira,Fredy,14/08/1979,Left-Back,Retired,07/01/2011,?,01/07/2010
3541,3541,3541,3541,FC Paços de Ferreira,João Duarte,07/12/1975,Centre-Back,Retired,,free transfer,01/07/2012
3542,3542,3542,3542,FC Paços de Ferreira,Émerson,11/01/1978,Centre-Back,Retired,,free transfer,01/01/2012
3543,3543,3543,3543,FC Paços de Ferreira,Luiz Carlos,10/03/1980,Centre-Back,Retired,07/01/2015,free transfer,01/08/2013
3544,3544,3544,3544,FC Paços de Ferreira,Tiago Valente,24/04/1985,Centre-Back,Without Club,07/31/2022,free transfer,01/07/2021
3545,3545,3545,3545,FC Paços de Ferreira,Geraldo Alves,08/11/1980,Centre-Back,Retired,,free transfer,01/07/2015
3546,3546,3546,3546,FC Paços de Ferreira,José Fonte,22/12/1983,Centre-Back,LOSC Lille,07/15/2018,€5.57m,23/02/2018
3547,3547,3547,3547,FC Paços de Ferreira,Peçanha,11/01/1980,Goalkeeper,Retired,,free transfer,01/07/2018
3548,3548,3548,3548,FC Paços de Ferreira,Pinho,26/12/1971,Goalkeeper,Retired,07/01/2012,free transfer,01/06/2011
3549,3549,3549,3549,FC Paços de Ferreira,Pedro Correia,22/11/1974,Goalkeeper,Retired,07/01/2009,-,01/07/1993
3550,3550,3550,3550,FC Penafiel,Hélder Guedes,07/05/1987,Centre-Forward,Retired,07/01/2021,-,08/10/2020
3551,3551,3551,3551,FC Penafiel,Mallo Diallo,12/11/1979,Centre-Forward,Retired,Kaolack,-,01/07/2015
3552,3552,3552,3552,FC Penafiel,Sanibal Orahovac,12/12/1978,Centre-Forward,Retired,Titograd,?,31/01/2014
3553,3553,3553,3553,FC Penafiel,Roberto,25/06/1977,Centre-Forward,Retired,,free transfer,01/08/2011
3554,3554,3554,3554,FC Penafiel,Krum Bibishkov,02/09/1982,Centre-Forward,Mississauga F.,04/01/2018,free transfer,01/04/2017
3555,3555,3555,3555,FC Penafiel,Cristóvão Ramos,25/03/1983,Right Winger,Retired,,free transfer,01/07/2014
3556,3556,3556,3556,FC Penafiel,Dill,04/03/1974,Right Winger,Retired,,free transfer,01/01/2009
3557,3557,3557,3557,FC Penafiel,Marco Ferreira,12/03/1978,Right Winger,Retired,,free transfer,01/07/2008
3558,3558,3558,3558,FC Penafiel,Zé Rui,16/09/1982,Left Winger,Moimenta Dão,07/01/2021,free transfer,01/07/2019
3559,3559,3559,3559,FC Penafiel,Jacques,16/02/1979,Left Winger,Retired,,?,01/07/2008
3560,3560,3560,3560,FC Penafiel,Carlos Barrionuevo,29/12/1977,Attacking Midfield,,SanLorenzo,-,01/09/2009
3561,3561,3561,3561,FC Penafiel,Guillaume Boronad,05/05/1979,Attacking Midfield,Retired,Perpignan,free transfer,01/07/2015
3562,3562,3562,3562,FC Penafiel,Juninho Petrolina,04/12/1974,Attacking Midfield,Retired,01/01/2015,?,01/01/2014
3563,3563,3563,3563,FC Penafiel,Nílton,07/03/1979,Central Midfield,Retired,,?,01/01/2012
3564,3564,3564,3564,FC Penafiel,Bruno Amaro,17/02/1983,Central Midfield,Retired,,free transfer,01/01/2016
3565,3565,3565,3565,FC Penafiel,Jorginho,10/02/1975,Defensive Midfield,Retired,,?,01/01/2013
3566,3566,3566,3566,FC Penafiel,Ousmane N'Doye,21/03/1978,Defensive Midfield,Unknown,Thiès,free transfer,01/12/2018
3567,3567,3567,3567,FC Penafiel,Fernando Aguiar,18/03/1972,Defensive Midfield,Retired,07/01/2014,-,01/07/2013
3568,3568,3568,3568,FC Penafiel,Yan,01/05/1975,midfield,Retired,,?,01/01/2010
3569,3569,3569,3569,FC Penafiel,Luís Dias,03/01/1987,Right-Back,Retired,07/01/2021,free transfer,01/07/2019
3570,3570,3570,3570,FC Penafiel,Celso,30/12/1976,Right-Back,Retired,07/01/2012,?,01/12/2011
3571,3571,3571,3571,FC Penafiel,Pedro Moreira,23/10/1983,Right-Back,Retired,07/01/2019,?,01/07/2009
3572,3572,3572,3572,FC Penafiel,Pedro Araújo,10/01/1985,Left-Back,Retired,,free transfer,01/07/2017
3573,3573,3573,3573,FC Penafiel,Kelly Berville,05/01/1978,Left-Back,Retired,07/01/2011,free transfer,01/07/2010
3574,3574,3574,3574,FC Penafiel,Weligton,26/08/1979,Centre-Back,Retired,07/01/2017,€500Th.,01/07/2008
3575,3575,3575,3575,FC Penafiel,Odair,15/10/1973,Centre-Back,Retired,01/01/2011,?,01/01/2009
3576,3576,3576,3576,FC Penafiel,Nuno Diogo,13/06/1981,Centre-Back,Retired,,free transfer,31/08/2016
3577,3577,3577,3577,FC Penafiel,Sérgio Lomba,11/08/1973,Centre-Back,Retired,,-,01/07/2012
3578,3578,3578,3578,FC Penafiel,Nuno Santos,09/07/1978,Goalkeeper,Retired,01/01/2015,?,01/07/2014
3579,3579,3579,3579,FC Penafiel,Avelino,05/02/1976,Goalkeeper,Retired,,?,05/03/2014
3580,3580,3580,3580,FC Penafiel,Vinícius,23/06/1980,Goalkeeper,Without Club,01/01/2009,?,01/07/2007
3581,3581,3581,3581,Clube Futebol Estrela da Amadora,Anselmo,06/01/1984,Centre-Forward,Retired,07/01/2017,-,01/07/2016
3582,3582,3582,3582,Clube Futebol Estrela da Amadora,Igor,12/02/1980,Centre-Forward,Retired,,free transfer,01/07/2019
3583,3583,3583,3583,Clube Futebol Estrela da Amadora,Julio Bevacqua,09/06/1980,Centre-Forward,Retired,,free transfer,18/02/2015
3584,3584,3584,3584,Clube Futebol Estrela da Amadora,Federico Nieto,26/08/1983,Centre-Forward,Retired,,-,01/07/2017
3585,3585,3585,3585,Clube Futebol Estrela da Amadora,Manú,28/08/1982,Right Winger,Retired,,free transfer,01/12/2018
3586,3586,3586,3586,Clube Futebol Estrela da Amadora,António Semedo,01/06/1979,Right Winger,Retired,,?,01/09/2011
3587,3587,3587,3587,Clube Futebol Estrela da Amadora,Maximiliano Estévez,02/06/1977,Left Winger,Retired,,?,01/01/2015
3588,3588,3588,3588,Clube Futebol Estrela da Amadora,Démé N'Diaye,06/02/1985,Left Winger,Saint-Nicolas,12/19/2019,-,01/07/2019
3589,3589,3589,3589,Clube Futebol Estrela da Amadora,Igor Souza,27/05/1979,Attacking Midfield,Retired,,-,01/01/2017
3590,3590,3590,3590,Clube Futebol Estrela da Amadora,Rafael Ledesma,31/12/1982,Attacking Midfield,Without Club,07/01/2021,-,20/07/2020
3591,3591,3591,3591,Clube Futebol Estrela da Amadora,Bruno Santos,27/11/1987,Attacking Midfield,Retired,07/01/2015,-,01/07/2014
3592,3592,3592,3592,Clube Futebol Estrela da Amadora,Rui Borges,14/12/1973,Attacking Midfield,Retired,07/01/2010,free transfer,01/07/2009
3593,3593,3593,3593,Clube Futebol Estrela da Amadora,Rui Duarte,16/09/1978,Attacking Midfield,Retired,07/01/2015,-,16/12/2014
3594,3594,3594,3594,Clube Futebol Estrela da Amadora,André Barreto,06/08/1979,Central Midfield,Retired,,?,01/01/2014
3595,3595,3595,3595,Clube Futebol Estrela da Amadora,Paulo Machado,31/03/1986,Central Midfield,Retired,,free transfer,07/08/2020
3596,3596,3596,3596,Clube Futebol Estrela da Amadora,Coutinho,07/03/1984,Defensive Midfield,,,?,18/12/2017
3597,3597,3597,3597,Clube Futebol Estrela da Amadora,Jordão,30/08/1971,Defensive Midfield,Retired,07/01/2007,-,01/01/2004
3598,3598,3598,3598,Clube Futebol Estrela da Amadora,Émerson,11/07/1982,Defensive Midfield,Retired,,free transfer,01/07/2017
3599,3599,3599,3599,Clube Futebol Estrela da Amadora,Tiago Rosa,06/03/1986,Right-Back,Without Club,,free transfer,01/07/2016
3600,3600,3600,3600,Clube Futebol Estrela da Amadora,Zamorano,05/04/1982,Right-Back,Retired,,?,01/01/2012
3601,3601,3601,3601,Clube Futebol Estrela da Amadora,Tony,20/12/1980,Right-Back,Retired,06/30/2015,,04/07/2014
3602,3602,3602,3602,Clube Futebol Estrela da Amadora,Valdir,01/01/1984,Left-Back,Retired,,-,01/01/2012
3603,3603,3603,3603,Clube Futebol Estrela da Amadora,Eusébio,31/10/1973,Left-Back,Retired,07/01/2006,free transfer,01/07/2005
3604,3604,3604,3604,Clube Futebol Estrela da Amadora,Carlos,22/01/1973,Centre-Back,Retired,07/01/2007,?,01/06/2007
3605,3605,3605,3605,Clube Futebol Estrela da Amadora,Santamaria,11/02/1982,Centre-Back,Retired,,?,01/07/2016
3606,3606,3606,3606,Clube Futebol Estrela da Amadora,Pedro Simões,24/09/1974,Centre-Back,Retired,07/01/2008,-,01/01/2008
3607,3607,3607,3607,Clube Futebol Estrela da Amadora,Hugo Carreira,10/03/1979,Centre-Back,Retired,,?,03/11/2014
3608,3608,3608,3608,Clube Futebol Estrela da Amadora,Maurício,05/07/1976,Centre-Back,Retired,,?,21/01/2014
3609,3609,3609,3609,Clube Futebol Estrela da Amadora,Amoreirinha,05/08/1984,Centre-Back,Retired,,free transfer,01/07/2018
3610,3610,3610,3610,Clube Futebol Estrela da Amadora,Hugo Cardoso,02/02/1987,Goalkeeper,Esp. Lagos,07/01/2022,free transfer,01/07/2021
3611,3611,3611,3611,Clube Futebol Estrela da Amadora,Paulo Lopes,29/06/1978,Goalkeeper,Retired,07/01/2018,free transfer,01/07/2012
3612,3612,3612,3612,Clube Futebol Estrela da Amadora,Bruno Vale,08/04/1983,Goalkeeper,Retired,07/01/2020,free transfer,01/07/2019
3613,3613,3613,3613,Rio Ave FC,Philip Chidi Onyemah,20/02/1984,Centre-Forward,Retired,07/01/2019,free transfer,01/07/2018
3614,3614,3614,3614,Rio Ave FC,Ladji Keita,29/04/1983,Centre-Forward,Retired,01/01/2015,?,03/12/2014
3615,3615,3615,3615,Rio Ave FC,Gaúcho,22/09/1972,Centre-Forward,Retired,,?,01/01/2010
3616,3616,3616,3616,Rio Ave FC,Ricardo Jorge,06/09/1980,Right Winger,Retired,,?,01/07/2009
3617,3617,3617,3617,Rio Ave FC,Augusto Gama,26/01/1970,Right Winger,Retired,07/01/2007,?,01/07/1992
3618,3618,3618,3618,Rio Ave FC,Evandro,12/02/1974,Left Winger,Retired,01/01/2011,?,01/07/2010
3619,3619,3619,3619,Rio Ave FC,Agostinho,15/09/1975,Left Winger,Retired,07/01/2012,free transfer,01/07/2011
3620,3620,3620,3620,Rio Ave FC,Diego,04/01/1987,Attacking Midfield,Unknown,12/19/2017,free transfer,01/02/2016
