,Unnamed: 0,teams,playerprofile,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate
3475,3475,Sparta Rotterdam,Marciano Bruma,03/07/1984,Right-Back,Zwarte Pijl,07/01/2020,-,07/01/2019
3476,3476,Sparta Rotterdam,Davy De fauw,07/08/1981,Right-Back,Retired,07/01/2020,free transfer,07/01/2016
3477,3477,Sparta Rotterdam,Nebojsa Gudelj,09/23/1968,Left-Back,Retired,07/01/2006,free transfer,07/01/2005
3478,3478,Sparta Rotterdam,Sjaak Polak,02/18/1976,Left-Back,Retired,,free transfer,05/08/2012
3479,3479,Sparta Rotterdam,Tom Zoontjes,03/30/1985,Centre-Back,Unknown,07/01/2017,free transfer,07/01/2009
3480,3480,Sparta Rotterdam,Wouter Gudde,08/05/1984,Centre-Back,Retired,01/17/2014,free transfer,07/01/2013
3481,3481,Sparta Rotterdam,Danny Schenkel,04/01/1978,Centre-Back,Retired,07/01/2015,free transfer,07/01/2014
3482,3482,Sparta Rotterdam,Steve Olfers,02/25/1982,Centre-Back,Retired,,free transfer,07/01/2021
3483,3483,Sparta Rotterdam,René Ponk,10/21/1971,Goalkeeper,Retired,07/01/2008,free transfer,07/01/2007
3484,3484,Sparta Rotterdam,Frank Kooiman,01/13/1970,Goalkeeper,Retired,05/01/2008,free transfer,07/01/2006
3485,3485,FC Groningen,Rogier Krohne,11/23/1986,Centre-Forward,Retired,,free transfer,07/01/2017
3486,3486,FC Groningen,Robbin Kieft,05/22/1987,Centre-Forward,sv De Meteoor,07/01/2019,free transfer,07/01/2012
3487,3487,FC Groningen,Glen Salmon,12/24/1977,Centre-Forward,Retired,07/01/2012,free transfer,07/01/2008
3488,3488,FC Groningen,Erik Nevland,11/10/1977,Centre-Forward,Retired,01/01/2013,free transfer,07/01/2010
3489,3489,FC Groningen,Kiran Bechan,09/12/1982,Right Winger,Retired,,free transfer,07/01/2010
3490,3490,FC Groningen,Shutlan Axwijk,05/13/1986,,Retired,,free transfer,07/01/2016
3491,3491,FC Groningen,Koen van de Laak,09/03/1982,Attacking Midfield,Retired,07/01/2014,free transfer,07/01/2012
3492,3492,FC Groningen,Yuri Cornelisse,05/08/1975,Right Midfield,Retired,07/01/2010,?,07/01/2007
3493,3493,FC Groningen,Stefano Seedorf,04/28/1982,Central Midfield,Retired,,?,07/01/2019
3494,3494,Naval 1º de Maio,Léo Guerra,07/11/1976,Centre-Forward,Retired,-,?,07/01/2005
3495,3495,Naval 1º de Maio,Bruno Cazarine,05/06/1983,Centre-Forward,Retired,07/01/2012,free transfer,08/01/2010
3496,3496,Naval 1º de Maio,Bruno Fogaça,11/11/1981,Centre-Forward,Retired,,free transfer,08/01/2011
3497,3497,Naval 1º de Maio,Saulo,02/18/1982,Right Winger,Unknown,,?,10/22/2019
3498,3498,Naval 1º de Maio,Lito,02/03/1975,Right Winger,Retired,,free transfer,07/01/2014
3499,3499,Naval 1º de Maio,Marcinho,07/31/1981,Attacking Midfield,Unknown,,?,10/01/2010
3500,3500,Naval 1º de Maio,Éder Richartz,10/07/1981,Attacking Midfield,Retired,Florianópolis,?,03/24/2014
3501,3501,Naval 1º de Maio,Tiago Fraga,03/02/1981,Attacking Midfield,Retired,,?,08/01/2014
3502,3502,Naval 1º de Maio,Solimar,09/16/1975,Attacking Midfield,Retired,,free transfer,07/01/2008
3503,3503,Naval 1º de Maio,Rui Miguel,11/15/1983,Attacking Midfield,Retired,,free transfer,07/01/2019
3504,3504,Naval 1º de Maio,Fajardo,10/27/1978,Attacking Midfield,Retired,,free transfer,07/01/2016
3505,3505,Naval 1º de Maio,Pedro Santos,06/28/1976,Central Midfield,Retired,07/01/2011,free transfer,08/01/2008
3506,3506,Naval 1º de Maio,João Mendes,03/03/1987,Defensive Midfield,Retired,,?,07/01/2013
3507,3507,Naval 1º de Maio,Gilmar,10/17/1973,Defensive Midfield,Retired,07/01/2010,?,07/01/2005
3508,3508,Naval 1º de Maio,Glauber,02/09/1975,midfield,Retired,,-,01/01/2014
3509,3509,Naval 1º de Maio,Pedro Bessa,12/18/1976,Right-Back,Retired,07/01/2011,?,07/01/2010
3510,3510,Naval 1º de Maio,Carlitos,12/05/1981,Right-Back,Retired,07/01/2019,free transfer,07/01/2018
3511,3511,Naval 1º de Maio,China,04/15/1982,Left-Back,Retired,,free transfer,07/01/2020
3512,3512,Naval 1º de Maio,Renato Benatti,10/17/1981,Centre-Back,Retired,,?,05/08/2014
3513,3513,Naval 1º de Maio,João Paulo,02/22/1983,Centre-Back,Retired,05/01/2009,free transfer,12/01/2008
3514,3514,Naval 1º de Maio,Aurélio Sousa Teixeira,10/03/1982,Centre-Back,Retired,Dijon,free transfer,07/01/2006
3515,3515,Naval 1º de Maio,Nélson Veiga,02/09/1978,Centre-Back,Retired,,free transfer,07/09/2016
3516,3516,Naval 1º de Maio,Fernando,01/29/1974,Centre-Back,Retired,,-,07/01/2017
3517,3517,Naval 1º de Maio,Pedro Franco,04/18/1974,Centre-Back,Retired,07/01/2010,free transfer,07/01/2009
3518,3518,Naval 1º de Maio,Jérémy Sopalski,02/06/1981,Goalkeeper,Retired,,free transfer,08/27/2013
3519,3519,Naval 1º de Maio,Wilson Júnior,10/27/1976,Goalkeeper,Retired,,?,09/12/2014
3520,3520,Naval 1º de Maio,Pedro Taborda,06/22/1978,Goalkeeper,Retired,,free transfer,07/19/2016
3521,3521,FC Paços de Ferreira,Adriano Magrão,03/07/1981,Centre-Forward,Retired,,free transfer,02/01/2012
3522,3522,FC Paços de Ferreira,Júnior Bahia,04/02/1977,Centre-Forward,Retired,,?,07/01/2008
3523,3523,FC Paços de Ferreira,Edinho,07/07/1982,Centre-Forward,Without Club,07/01/2022,free transfer,07/01/2021
3524,3524,FC Paços de Ferreira,João Paulo,04/08/1980,Centre-Forward,Retired,,-,07/01/2017
3525,3525,FC Paços de Ferreira,Ronny,02/25/1983,Centre-Forward,Retired,,-,02/11/2016
3526,3526,FC Paços de Ferreira,Didi,09/10/1982,Second Striker,Retired,,?,01/01/2014
3527,3527,FC Paços de Ferreira,Renato Queirós,07/20/1977,Right Winger,Retired,07/01/2012,free transfer,07/01/2010
3528,3528,FC Paços de Ferreira,Cristiano,09/28/1983,Left Winger,Jataiense-GO,03/02/2021,-,12/11/2017
3529,3529,FC Paços de Ferreira,Tiago Martins,07/19/1976,Left Winger,Retired,,?,12/31/2012
3530,3530,FC Paços de Ferreira,Rui Dolores,05/02/1978,Left Winger,Retired,07/01/2016,-,07/01/2015
3531,3531,FC Paços de Ferreira,Júnior,09/24/1976,Attacking Midfield,Retired,01/01/2019,-,01/01/2017
3532,3532,FC Paços de Ferreira,Edson Nobre,03/02/1980,Right Midfield,Retired,07/01/2012,?,07/01/2011
3533,3533,FC Paços de Ferreira,Pedrinha,05/03/1978,Central Midfield,Retired,07/01/2013,free transfer,07/01/2011
3534,3534,FC Paços de Ferreira,Alexandre,03/28/1979,Defensive Midfield,Retired,,?,07/01/2010
3535,3535,FC Paços de Ferreira,Ricardo André,10/24/1982,Defensive Midfield,Retired,,-,01/01/2011
3536,3536,FC Paços de Ferreira,Paulo Sousa,05/13/1975,Defensive Midfield,Retired,07/01/2011,?,08/01/2008
3537,3537,FC Paços de Ferreira,Mangualde,02/14/1982,Right-Back,Retired,,?,07/01/2016
3538,3538,FC Paços de Ferreira,Primo,08/22/1976,Right-Back,Retired,07/01/2015,free transfer,07/01/2014
3539,3539,FC Paços de Ferreira,Bispo,06/07/1977,Left-Back,Retired,,?,07/01/2008
3540,3540,FC Paços de Ferreira,Fredy,08/14/1979,Left-Back,Retired,07/01/2011,?,07/01/2010
3541,3541,FC Paços de Ferreira,João Duarte,12/07/1975,Centre-Back,Retired,,free transfer,07/01/2012
3542,3542,FC Paços de Ferreira,Émerson,01/11/1978,Centre-Back,Retired,,free transfer,01/01/2012
3543,3543,FC Paços de Ferreira,Luiz Carlos,03/10/1980,Centre-Back,Retired,07/01/2015,free transfer,08/01/2013
3544,3544,FC Paços de Ferreira,Tiago Valente,04/24/1985,Centre-Back,Without Club,07/31/2022,free transfer,07/01/2021
3545,3545,FC Paços de Ferreira,Geraldo Alves,11/08/1980,Centre-Back,Retired,,free transfer,07/01/2015
3546,3546,FC Paços de Ferreira,José Fonte,12/22/1983,Centre-Back,LOSC Lille,07/15/2018,€5.57m,02/23/2018
3547,3547,FC Paços de Ferreira,Peçanha,01/11/1980,Goalkeeper,Retired,,free transfer,07/01/2018
3548,3548,FC Paços de Ferreira,Pinho,12/26/1971,Goalkeeper,Retired,07/01/2012,free transfer,06/01/2011
3549,3549,FC Paços de Ferreira,Pedro Correia,11/22/1974,Goalkeeper,Retired,07/01/2009,-,07/01/1993
3550,3550,FC Penafiel,Hélder Guedes,05/07/1987,Centre-Forward,Retired,07/01/2021,-,10/08/2020
3551,3551,FC Penafiel,Mallo Diallo,11/12/1979,Centre-Forward,Retired,Kaolack,-,07/01/2015
3552,3552,FC Penafiel,Sanibal Orahovac,12/12/1978,Centre-Forward,Retired,Titograd,?,01/31/2014
3553,3553,FC Penafiel,Roberto,06/25/1977,Centre-Forward,Retired,,free transfer,08/01/2011
3554,3554,FC Penafiel,Krum Bibishkov,09/02/1982,Centre-Forward,Mississauga F.,04/01/2018,free transfer,04/01/2017
3555,3555,FC Penafiel,Cristóvão Ramos,03/25/1983,Right Winger,Retired,,free transfer,07/01/2014
3556,3556,FC Penafiel,Dill,03/04/1974,Right Winger,Retired,,free transfer,01/01/2009
3557,3557,FC Penafiel,Marco Ferreira,03/12/1978,Right Winger,Retired,,free transfer,07/01/2008
3558,3558,FC Penafiel,Zé Rui,09/16/1982,Left Winger,Moimenta Dão,07/01/2021,free transfer,07/01/2019
3559,3559,FC Penafiel,Jacques,02/16/1979,Left Winger,Retired,,?,07/01/2008
3560,3560,FC Penafiel,Carlos Barrionuevo,12/29/1977,Attacking Midfield,,SanLorenzo,-,09/01/2009
3561,3561,FC Penafiel,Guillaume Boronad,05/05/1979,Attacking Midfield,Retired,Perpignan,free transfer,07/01/2015
3562,3562,FC Penafiel,Juninho Petrolina,12/04/1974,Attacking Midfield,Retired,01/01/2015,?,01/01/2014
3563,3563,FC Penafiel,Nílton,03/07/1979,Central Midfield,Retired,,?,01/01/2012
3564,3564,FC Penafiel,Bruno Amaro,02/17/1983,Central Midfield,Retired,,free transfer,01/01/2016
3565,3565,FC Penafiel,Jorginho,02/10/1975,Defensive Midfield,Retired,,?,01/01/2013
3566,3566,FC Penafiel,Ousmane N'Doye,03/21/1978,Defensive Midfield,Unknown,Thiès,free transfer,12/01/2018
3567,3567,FC Penafiel,Fernando Aguiar,03/18/1972,Defensive Midfield,Retired,07/01/2014,-,07/01/2013
3568,3568,FC Penafiel,Yan,05/01/1975,midfield,Retired,,?,01/01/2010
3569,3569,FC Penafiel,Luís Dias,01/03/1987,Right-Back,Retired,07/01/2021,free transfer,07/01/2019
3570,3570,FC Penafiel,Celso,12/30/1976,Right-Back,Retired,07/01/2012,?,12/01/2011
3571,3571,FC Penafiel,Pedro Moreira,10/23/1983,Right-Back,Retired,07/01/2019,?,07/01/2009
3572,3572,FC Penafiel,Pedro Araújo,01/10/1985,Left-Back,Retired,,free transfer,07/01/2017
3573,3573,FC Penafiel,Kelly Berville,01/05/1978,Left-Back,Retired,07/01/2011,free transfer,07/01/2010
3574,3574,FC Penafiel,Weligton,08/26/1979,Centre-Back,Retired,07/01/2017,€500Th.,07/01/2008
3575,3575,FC Penafiel,Odair,10/15/1973,Centre-Back,Retired,01/01/2011,?,01/01/2009
3576,3576,FC Penafiel,Nuno Diogo,06/13/1981,Centre-Back,Retired,,free transfer,08/31/2016
3577,3577,FC Penafiel,Sérgio Lomba,08/11/1973,Centre-Back,Retired,,-,07/01/2012
3578,3578,FC Penafiel,Nuno Santos,07/09/1978,Goalkeeper,Retired,01/01/2015,?,07/01/2014
3579,3579,FC Penafiel,Avelino,02/05/1976,Goalkeeper,Retired,,?,03/05/2014
3580,3580,FC Penafiel,Vinícius,06/23/1980,Goalkeeper,Without Club,01/01/2009,?,07/01/2007
3581,3581,Clube Futebol Estrela da Amadora,Anselmo,01/06/1984,Centre-Forward,Retired,07/01/2017,-,07/01/2016
3582,3582,Clube Futebol Estrela da Amadora,Igor,02/12/1980,Centre-Forward,Retired,,free transfer,07/01/2019
3583,3583,Clube Futebol Estrela da Amadora,Julio Bevacqua,06/09/1980,Centre-Forward,Retired,,free transfer,02/18/2015
3584,3584,Clube Futebol Estrela da Amadora,Federico Nieto,08/26/1983,Centre-Forward,Retired,,-,07/01/2017
3585,3585,Clube Futebol Estrela da Amadora,Manú,08/28/1982,Right Winger,Retired,,free transfer,12/01/2018
3586,3586,Clube Futebol Estrela da Amadora,António Semedo,06/01/1979,Right Winger,Retired,,?,09/01/2011
3587,3587,Clube Futebol Estrela da Amadora,Maximiliano Estévez,06/02/1977,Left Winger,Retired,,?,01/01/2015
3588,3588,Clube Futebol Estrela da Amadora,Démé N'Diaye,02/06/1985,Left Winger,Saint-Nicolas,12/19/2019,-,07/01/2019
3589,3589,Clube Futebol Estrela da Amadora,Igor Souza,05/27/1979,Attacking Midfield,Retired,,-,01/01/2017
3590,3590,Clube Futebol Estrela da Amadora,Rafael Ledesma,12/31/1982,Attacking Midfield,Without Club,07/01/2021,-,07/20/2020
3591,3591,Clube Futebol Estrela da Amadora,Bruno Santos,11/27/1987,Attacking Midfield,Retired,07/01/2015,-,07/01/2014
3592,3592,Clube Futebol Estrela da Amadora,Rui Borges,12/14/1973,Attacking Midfield,Retired,07/01/2010,free transfer,07/01/2009
3593,3593,Clube Futebol Estrela da Amadora,Rui Duarte,09/16/1978,Attacking Midfield,Retired,07/01/2015,-,12/16/2014
3594,3594,Clube Futebol Estrela da Amadora,André Barreto,08/06/1979,Central Midfield,Retired,,?,01/01/2014
3595,3595,Clube Futebol Estrela da Amadora,Paulo Machado,03/31/1986,Central Midfield,Retired,,free transfer,08/07/2020
3596,3596,Clube Futebol Estrela da Amadora,Coutinho,03/07/1984,Defensive Midfield,,,?,12/18/2017
3597,3597,Clube Futebol Estrela da Amadora,Jordão,08/30/1971,Defensive Midfield,Retired,07/01/2007,-,01/01/2004
3598,3598,Clube Futebol Estrela da Amadora,Émerson,07/11/1982,Defensive Midfield,Retired,,free transfer,07/01/2017
3599,3599,Clube Futebol Estrela da Amadora,Tiago Rosa,03/06/1986,Right-Back,Without Club,,free transfer,07/01/2016
3600,3600,Clube Futebol Estrela da Amadora,Zamorano,04/05/1982,Right-Back,Retired,,?,01/01/2012
3601,3601,Clube Futebol Estrela da Amadora,Tony,12/20/1980,Right-Back,Retired,06/30/2015,,07/04/2014
3602,3602,Clube Futebol Estrela da Amadora,Valdir,01/01/1984,Left-Back,Retired,,-,01/01/2012
3603,3603,Clube Futebol Estrela da Amadora,Eusébio,10/31/1973,Left-Back,Retired,07/01/2006,free transfer,07/01/2005
3604,3604,Clube Futebol Estrela da Amadora,Carlos,01/22/1973,Centre-Back,Retired,07/01/2007,?,06/01/2007
3605,3605,Clube Futebol Estrela da Amadora,Santamaria,02/11/1982,Centre-Back,Retired,,?,07/01/2016
3606,3606,Clube Futebol Estrela da Amadora,Pedro Simões,09/24/1974,Centre-Back,Retired,07/01/2008,-,01/01/2008
3607,3607,Clube Futebol Estrela da Amadora,Hugo Carreira,03/10/1979,Centre-Back,Retired,,?,11/03/2014
3608,3608,Clube Futebol Estrela da Amadora,Maurício,07/05/1976,Centre-Back,Retired,,?,01/21/2014
3609,3609,Clube Futebol Estrela da Amadora,Amoreirinha,08/05/1984,Centre-Back,Retired,,free transfer,07/01/2018
3610,3610,Clube Futebol Estrela da Amadora,Hugo Cardoso,02/02/1987,Goalkeeper,Esp. Lagos,07/01/2022,free transfer,07/01/2021
3611,3611,Clube Futebol Estrela da Amadora,Paulo Lopes,06/29/1978,Goalkeeper,Retired,07/01/2018,free transfer,07/01/2012
3612,3612,Clube Futebol Estrela da Amadora,Bruno Vale,04/08/1983,Goalkeeper,Retired,07/01/2020,free transfer,07/01/2019
3613,3613,Rio Ave FC,Philip Chidi Onyemah,02/20/1984,Centre-Forward,Retired,07/01/2019,free transfer,07/01/2018
3614,3614,Rio Ave FC,Ladji Keita,04/29/1983,Centre-Forward,Retired,01/01/2015,?,12/03/2014
3615,3615,Rio Ave FC,Gaúcho,09/22/1972,Centre-Forward,Retired,,?,01/01/2010
3616,3616,Rio Ave FC,Ricardo Jorge,09/06/1980,Right Winger,Retired,,?,07/01/2009
3617,3617,Rio Ave FC,Augusto Gama,01/26/1970,Right Winger,Retired,07/01/2007,?,07/01/1992
3618,3618,Rio Ave FC,Evandro,02/12/1974,Left Winger,Retired,01/01/2011,?,07/01/2010
3619,3619,Rio Ave FC,Agostinho,09/15/1975,Left Winger,Retired,07/01/2012,free transfer,07/01/2011
3620,3620,Rio Ave FC,Diego,01/04/1987,Attacking Midfield,Unknown,12/19/2017,free transfer,02/01/2016
3621,3621,Rio Ave FC,Cleiton,12/21/1979,Attacking Midfield,Retired,,free transfer,05/01/2011
3622,3622,Rio Ave FC,Marquinhos,08/16/1982,Central Midfield,Retired,-,?,07/01/2004
3623,3623,Rio Ave FC,Mozer,03/15/1972,Central Midfield,Retired,07/01/2010,-,07/01/2009
3624,3624,Rio Ave FC,Darko Anic,03/05/1974,Central Midfield,Retired,07/01/2007,free transfer,08/01/2006
3625,3625,Rio Ave FC,Niquinha,09/30/1971,Central Midfield,Retired,07/01/2009,?,07/01/1997
3626,3626,Rio Ave FC,Vítor Gomes,12/25/1987,Defensive Midfield,Rio Ave FC,07/01/2021,free transfer,07/02/2019
3627,3627,Rio Ave FC,Delson,07/26/1980,Defensive Midfield,Retired,12/31/2014,free transfer,05/01/2014
3628,3628,Rio Ave FC,Zé Gomes,09/24/1976,Right-Back,Retired,07/01/2013,free transfer,08/01/2012
3629,3629,Rio Ave FC,Fábio Coentrão,03/11/1988,Left-Back,Retired,,-,10/06/2020
3630,3630,Rio Ave FC,Diogo Furlan,06/02/1983,Left-Back,Retired,-,free transfer,07/01/2005
3631,3631,Rio Ave FC,Milhazes,03/17/1981,Left-Back,Retired,01/22/2018,free transfer,07/13/2017
3632,3632,Rio Ave FC,António Carvalho,02/26/1982,Centre-Back,Retired,,free transfer,07/01/2021
3633,3633,Rio Ave FC,Bruno Mendes,03/15/1976,Centre-Back,Retired,07/01/2010,?,07/01/2001
3634,3634,Rio Ave FC,André Vilas Boas,06/04/1983,Centre-Back,Retired,07/01/2017,free transfer,08/01/2011
3635,3635,Rio Ave FC,Danielson,01/09/1981,Centre-Back,FC Maia Lidador,07/01/2021,free transfer,07/01/2019
3636,3636,Rio Ave FC,Idalécio,09/27/1973,Centre-Back,Retired,,free transfer,07/01/2010
3637,3637,Rio Ave FC,Adriano,01/31/1983,Goalkeeper,CA Valdevez,07/01/2009,free transfer,08/01/2008
3638,3638,Rio Ave FC,Candeias,10/06/1972,Goalkeeper,Retired,,free transfer,07/01/2002
3639,3639,Rio Ave FC,Miguel Mora,06/03/1974,Goalkeeper,Retired,07/01/2010,?,07/01/2003
3640,3640,Vitória Setúbal FC,Diogo Fonseca,12/11/1984,Centre-Forward,Retired,,free transfer,07/01/2019
3641,3641,Vitória Setúbal FC,Fábio Hempel,10/29/1980,Centre-Forward,Retired,,free transfer,12/01/2008
3642,3642,Vitória Setúbal FC,Heitor,05/02/1978,Right Winger,Retired,,free transfer,07/01/2008
3643,3643,Vitória Setúbal FC,Pedro Oliveira,11/30/1981,Right Winger,Retired,,free transfer,01/01/2017
3644,3644,Vitória Setúbal FC,Hélio Roque,07/20/1985,Right Winger,Retired,,free transfer,07/01/2020
3645,3645,Vitória Setúbal FC,Modou Sougou,12/18/1984,Right Winger,Retired,07/01/2020,free transfer,09/04/2018
3646,3646,Vitória Setúbal FC,Grégory Lacombe,01/11/1982,Right Winger,Retired,Albi,free transfer,08/13/2013
3647,3647,Vitória Setúbal FC,Silvestre Varela,02/02/1985,Left Winger,FC Porto B,07/20/2021,-,10/09/2019
3648,3648,Vitória Setúbal FC,Antonio Franja,06/08/1978,Left Winger,Retired,Zagreb,?,07/01/2007
3649,3649,Vitória Setúbal FC,Costinha,12/07/1985,Attacking Midfield,Retired,07/01/2014,?,01/01/2014
3650,3650,Vitória Setúbal FC,Oumar Tchomogo,01/07/1978,Attacking Midfield,Retired,Bohicon,?,07/01/2009
3651,3651,Vitória Setúbal FC,Bruno Ribeiro,10/22/1975,Left Midfield,Retired,07/01/2010,End of loan,12/31/2009
3652,3652,Vitória Setúbal FC,Carlitos,09/06/1982,Left Midfield,Retired,07/01/2019,€600Th.,07/01/2014
3653,3653,Vitória Setúbal FC,Julien Fernandes,03/16/1985,Central Midfield,Ugento,01/01/2022,free transfer,07/02/2021
3654,3654,Vitória Setúbal FC,Mamadou Diakité,05/22/1985,Defensive Midfield,Retired,Rosny-sous-Bois,free transfer,08/15/2016
3655,3655,Vitória Setúbal FC,Sandro Mendes,02/04/1977,Defensive Midfield,Retired,07/01/2012,free transfer,07/01/2011
3656,3656,Vitória Setúbal FC,Binho,06/24/1977,Defensive Midfield,Retired,01/01/2014,?,01/10/2013
3657,3657,Vitória Setúbal FC,Ricardo Chaves,10/27/1977,Defensive Midfield,Retired,07/01/2016,free transfer,07/08/2015
3658,3658,Vitória Setúbal FC,Siramana Dembélé,01/27/1977,Defensive Midfield,Retired,07/01/2009,free transfer,08/01/2008
3659,3659,Vitória Setúbal FC,Janício,11/30/1979,Right-Back,Retired,07/01/2017,-,07/01/2015
3660,3660,Vitória Setúbal FC,Pedro Russiano,11/19/1984,Left-Back,Retired,,-,01/01/2009
3661,3661,Vitória Setúbal FC,Nandinho,10/13/1975,Left-Back,Retired,,free transfer,07/01/2009
3662,3662,Vitória Setúbal FC,Adalto,08/30/1978,Left-Back,Retired,07/01/2011,-,07/01/2010
3663,3663,Vitória Setúbal FC,Flávio,08/23/1981,Centre-Back,Retired,,?,01/01/2015
3664,3664,Vitória Setúbal FC,Madior,05/20/1983,Centre-Back,ES FC Malley LS,02/20/2022,free transfer,07/14/2019
3665,3665,Vitória Setúbal FC,Auri,11/17/1973,Centre-Back,Retired,07/01/2010,free transfer,07/01/2009
3666,3666,Vitória Setúbal FC,Nélson Veríssimo,04/17/1977,Centre-Back,Retired,,?,07/01/2011
3667,3667,Vitória Setúbal FC,Rubinho,08/04/1982,Goalkeeper,Retired,12/31/2018,-,01/01/2018
3668,3668,Vitória Setúbal FC,Fabien Farnolle,02/05/1985,Goalkeeper,Retired,03/23/2022,-,03/18/2021
3669,3669,Vitória Setúbal FC,Marco Tábuas,10/29/1976,Goalkeeper,Retired,07/01/2010,?,07/01/2009
3670,3670,Vitória Setúbal FC,Moretto,05/10/1978,Goalkeeper,Retired,,-,11/08/2016
3671,3671,Gil Vicente FC,Leandro Netto,05/07/1979,Centre-Forward,Retired,12/25/2015,free transfer,01/03/2015
3672,3672,Gil Vicente FC,Carlos Carneiro,01/08/1974,Centre-Forward,Retired,07/01/2010,?,01/07/2010
3673,3673,Gil Vicente FC,Rodolfo Lima,05/08/1980,Centre-Forward,Retired,,?,07/01/2007
3674,3674,Gil Vicente FC,Nandinho,03/17/1973,Right Winger,Retired,07/01/2007,free transfer,01/01/2007
3675,3675,Gil Vicente FC,Carlitos,03/06/1977,Right Winger,Retired,07/01/2011,free transfer,07/01/2010
3676,3676,Gil Vicente FC,Gil,02/24/1985,Left Winger,Retired,,?,07/01/2015
3677,3677,Gil Vicente FC,José Williams,08/05/1983,Left Winger,Retired,07/01/2019,free transfer,07/01/2018
3678,3678,Gil Vicente FC,Mateus,06/19/1984,Left Winger,Torreense,07/15/2021,-,08/12/2020
3679,3679,Gil Vicente FC,Luís Coentrão,03/28/1977,Attacking Midfield,Retired,07/01/2013,free transfer,07/01/2012
3680,3680,Gil Vicente FC,Filipe Gouveia,05/12/1973,Left Midfield,Retired,07/01/2010,?,07/01/2009
3681,3681,Gil Vicente FC,Rivan,05/12/1981,Left Midfield,Retired,07/01/2012,?,07/01/2011
3682,3682,Gil Vicente FC,Tonanha,11/14/1979,Right Midfield,Retired,,free transfer,07/01/2012
3683,3683,Gil Vicente FC,Robélio,04/07/1983,Central Midfield,Retired,,free transfer,07/01/2006
3684,3684,Gil Vicente FC,João Vilela,09/09/1985,Central Midfield,Retired,07/01/2017,?,07/19/2016
3685,3685,Gil Vicente FC,Bruno Tiago,04/01/1981,Central Midfield,Retired,10/01/2009,free transfer,07/01/2007
3686,3686,Gil Vicente FC,Elias,09/04/1981,Defensive Midfield,Retired,01/01/2020,free transfer,08/08/2019
